year,month,primary_sector,municipality,registration_status,num_taxpayers,turnover_eur,invalid_reason,year_was_imputed,month_was_imputed,num_taxpayers_was_imputed,turnover_eur_was_imputed,primary_sector_was_imputed,municipality_was_imputed,registration_status_was_imputed,year_month,turnover_eur_log1p
2021.0,2.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,VUSHTRRI,INDIVIDUAL,2.0,53686.78,,False,False,False,False,False,False,False,2021-02,10.890940694079717
2024.0,11.0,Industria perpunuese,GRAÇANICË,INDIVIDUAL,1.0,15705.4,,False,False,False,False,False,False,False,2024-11,9.66182355158454
2022.0,11.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,DEÇAN,INDIVIDUAL,1.0,9944.92,,False,False,False,False,False,False,False,2022-11,9.204917695807788
2022.0,1.0,Ndertimtaria,MITROVICË,SH.P.K.,2.0,4237.29,,False,False,False,False,False,False,False,2022-01,8.351915164991132
2024.0,4.0,Industria perpunuese,GJILAN,INDIVIDUAL,1.0,721.26,,False,False,False,False,False,False,False,2024-04,6.582385184871817
2020.0,8.0,Transporti dhe magazinimi,GLLOGOC,SH.P.K.,4.0,26774.13,,False,False,False,False,False,False,False,2020-08,10.195228750579606
2019.0,9.0,Sherbimet administrative dhe mbeshtetese,FERIZAJ,SH.P.K.,2.0,2590.0,,False,False,False,False,False,False,False,2019-09,7.85979918056211
2022.0,4.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,PRIZREN,SH.P.K.,2.0,863.12,,False,False,False,False,False,False,False,2022-04,6.761711648048776
2019.0,10.0,Industria perpunuese,GJAKOVË,SH.P.K.,1.0,4498.72,,False,False,False,False,False,False,False,2019-10,8.411770451600306
2023.0,3.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,PRISHTINË,KOMPANI E HUAJ,2.0,102655.97,,False,False,False,False,False,False,False,2023-03,11.539148320775157
2019.0,6.0,Bujqesia;Pylltaria dhe Peshkimi,PODUJEVË,INDIVIDUAL,1.0,0.0,,False,False,False,False,False,False,False,2019-06,0.0
2024.0,2.0,Industria perpunuese,PRIZREN,SH.P.K.,3.0,794866.07,,False,False,False,False,False,False,False,2024-02,13.585930172108558
2023.0,4.0,Informimi dhe komunikimi,PRIZREN,SH.P.K.,5.0,0.0,,False,False,False,False,False,False,False,2023-04,0.0
2025.0,5.0,Akomodimi dhe sherbimi ushqimor,MALISHEVË,INDIVIDUAL,9.0,28808.49,,False,False,False,False,False,False,False,2025-05,10.268460125735148
2024.0,4.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,FUSHË KOSOVË,SH.P.K.,5.0,209608.4,,False,False,False,False,False,False,False,2024-04,12.253001077751655
2025.0,10.0,Industria perpunuese,PRISHTINË,INDIVIDUAL,1.0,1283.9,,False,False,False,False,False,False,False,2025-10,7.158436173289435
2024.0,6.0,Industria perpunuese,LEPOSAVIQ,SH.P.K.,1.0,0.0,,False,False,False,False,False,False,False,2024-06,0.0
2021.0,1.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,VUSHTRRI,SH.P.K.,3.0,31618.23,,False,False,False,False,False,False,False,2021-01,10.3615207587908
2024.0,2.0,"Aktivitetet profesionale, shkencore dhe teknike",PODUJEVË,SH.P.K.,3.0,6656.78,,False,False,False,False,False,False,False,2024-02,8.803541374633197
2019.0,11.0,Industria perpunuese,PEJË,SH.P.K.,6.0,35023.55,,False,False,False,False,False,False,False,2019-11,10.463804523156933
2024.0,10.0,Ndertimtaria,KAÇANIK,INDIVIDUAL,5.0,8782.85,,False,False,False,False,False,False,False,2024-10,9.080670087100774
2022.0,7.0,Ndertimtaria,PRIZREN,INDIVIDUAL,1.0,2930.0,,False,False,False,False,False,False,False,2022-07,7.983098940710892
2025.0,1.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,KLINË,INDIVIDUAL,3.0,7548.41,,False,False,False,False,False,False,False,2025-01,8.929224693494172
2020.0,5.0,Industria perpunuese,PRIZREN,SH.P.K.,3.0,211278.18,,False,False,False,False,False,False,False,2020-05,12.26093566585784
2019.0,11.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,DEÇAN,SH.P.K.,1.0,28270.83,,False,False,False,False,False,False,False,2019-11,10.249621181524988
2023.0,4.0,"Artet, Argetimi dhe rekreacioni",GJILAN,SH.P.K.,1.0,3331.38,,False,False,False,False,False,False,False,2023-04,8.111442042402274
2020.0,1.0,"Furnizimi me rryme, gaz, avull dhe ajer te kondicionuar",KLINË,INDIVIDUAL,1.0,0.0,,False,False,False,False,False,False,False,2020-01,0.0
2022.0,1.0,Transporti dhe magazinimi,ISTOG,INDIVIDUAL,1.0,3716.11,,False,False,False,False,False,False,False,2022-01,8.220701763617773
2024.0,3.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,FERIZAJ,SH.P.K.,4.0,56996.58,,False,False,False,False,False,False,False,2024-03,10.95076408977505
2024.0,10.0,Industria perpunuese,PRIZREN,INDIVIDUAL,2.0,172.88,,False,False,False,False,False,False,False,2024-10,5.158365406120591
2025.0,3.0,Sherbimet administrative dhe mbeshtetese,ISTOG,SH.P.K.,2.0,18600.0,,False,False,False,False,False,False,False,2025-03,9.83097062169695
2021.0,4.0,"Aktivitetet profesionale, shkencore dhe teknike",PRISHTINË,KOMPANI E HUAJ,9.0,262363.3,,False,False,False,False,False,False,False,2021-04,12.477489274966914
2025.0,12.0,Industria perpunuese,GRAÇANICË,INDIVIDUAL,1.0,34124.47,,False,False,False,False,False,False,False,2025-12,10.437799305286187
2020.0,10.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,MITROVICË,SH.P.K.,1.0,9027.95,,False,False,False,False,False,False,False,2020-10,9.108191360580328
2019.0,9.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,OBILIQ,ORTAKËRIA E PËRGJ.,1.0,75780.17,,False,False,False,False,False,False,False,2019-09,11.235605123883332
2022.0,12.0,Industria perpunuese,PRIZREN,SH.P.K.,1.0,26689.96,,False,False,False,False,False,False,False,2022-12,10.192080210279256
2022.0,8.0,Akomodimi dhe sherbimi ushqimor,VUSHTRRI,INDIVIDUAL,6.0,97192.91,,False,False,False,False,False,False,False,2022-08,11.484463334164678
2020.0,7.0,Ndertimtaria,ISTOG,SH.P.K.,1.0,644.07,,False,False,False,False,False,False,False,2020-07,6.469358838038913
2025.0,9.0,Aktivitetet e tjera sherbyese,PRIZREN,SH.P.K.,1.0,0.0,,False,False,False,False,False,False,False,2025-09,0.0
2020.0,9.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,PRISHTINË,SHOQËRI AKCIONARE,1.0,0.0,,False,False,False,False,False,False,False,2020-09,0.0
2020.0,4.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,FUSHË KOSOVË,INDIVIDUAL,1.0,4726.21,,False,False,False,False,False,False,False,2020-04,8.461090455446387
2025.0,2.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,PRISHTINË,INDIVIDUAL,13.0,129176.8,,False,False,False,False,False,False,False,2025-02,11.768945028941364
2022.0,7.0,"Aktivitetet profesionale, shkencore dhe teknike",MITROVICË,INDIVIDUAL,2.0,22017.59,,False,False,False,False,False,False,False,2022-07,9.999642375528945
2022.0,9.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,PODUJEVË,SH.P.K.,5.0,31922.07,,False,False,False,False,False,False,False,2022-09,10.371084224883806
2021.0,9.0,Arsimi,PRISHTINË,INDIVIDUAL,3.0,2724.62,,False,False,False,False,False,False,False,2021-09,7.910451204153707
2021.0,8.0,Aktivitetet e shendetit te njeriut dhe te punes sociale,SKENDERAJ,INDIVIDUAL,1.0,41974.88,,False,False,False,False,False,False,False,2021-08,10.644850446586018
2024.0,5.0,Industria perpunuese,GLLOGOC,SH.P.K.,3.0,171830.25,,False,False,False,False,False,False,False,2024-05,12.054268169546235
2025.0,5.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SUHAREKË,SH.P.K.,4.0,173462.71,,False,False,False,False,False,False,False,2025-05,12.063723692226024
