year,month,primary_sector,turnover_eur,num_taxpayers
2024.0,4.0,Transporti dhe magazinimi,14000.0,1.0
2024.0,8.0,Bujqesia;Pylltaria dhe Peshkimi,2777.77,2.0
2021.0,2.0,Sherbimet administrative dhe mbeshtetese,0.0,1.0
2021.0,4.0,Industria perpunuese,1810.35,1.0
2019.0,5.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,14601.31,3.0
2025.0,7.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,869531.49,4.0
2023.0,12.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,76295.42,12.0
2021.0,11.0,Industria perpunuese,51671.63,2.0
2024.0,6.0,Industria perpunuese,6986.75,1.0
2022.0,7.0,Arsimi,60625.03,1.0
2019.0,8.0,Akomodimi dhe sherbimi ushqimor,47438.08,3.0
2021.0,5.0,Person Fizik,61873.24,4.0
2022.0,6.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,48191.95,2.0
2022.0,6.0,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,1289.0,1.0
2019.0,6.0,Aktivitetet e shendetit te njeriut dhe te punes sociale,29948.0,8.0
2025.0,9.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,5000.0,2.0
2021.0,10.0,"Aktivitetet profesionale, shkencore dhe teknike",0.0,1.0
2024.0,1.0,Industria perpunuese,13133.05,1.0
2024.0,5.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,281329.37,4.0
2024.0,10.0,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,280315.83,1.0
2019.0,1.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,3389.83,2.0
2021.0,3.0,Industria perpunuese,11253.12,1.0
2023.0,5.0,Akomodimi dhe sherbimi ushqimor,0.0,1.0
2022.0,2.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,13851.35,2.0
2019.0,3.0,Aktivitetet e tjera sherbyese,0.0,1.0
2019.0,12.0,Aktivitetet e tjera sherbyese,12725.85,1.0
2021.0,5.0,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,127008.66,1.0
2022.0,4.0,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,0.0,2.0
2020.0,6.0,"Aktivitetet profesionale, shkencore dhe teknike",5485.9,1.0
2023.0,8.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,5611.0,1.0
2021.0,5.0,Sherbimet administrative dhe mbeshtetese,2811689.0,4.0
2022.0,12.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,5998.0,4.0
2022.0,2.0,Industria perpunuese,210408.45,2.0
2025.0,7.0,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,0.0,1.0
2022.0,11.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,9804.73,4.0
2022.0,12.0,Bujqesia;Pylltaria dhe Peshkimi,18791.15,16.0
2025.0,2.0,Industria perpunuese,508702.16,2.0
2025.0,11.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,10930.95,1.0
2025.0,1.0,Industria nxjerrese,108331.87,2.0
2025.0,1.0,Aktivitetet financiare dhe te sigurimit,27573.73,1.0
2020.0,6.0,Akomodimi dhe sherbimi ushqimor,14427.83,2.0
2020.0,11.0,Industria perpunuese,1479.08,1.0
2019.0,2.0,Sherbimet administrative dhe mbeshtetese,96927.94,6.0
2024.0,3.0,Bujqesia;Pylltaria dhe Peshkimi,18577.55,11.0
2020.0,10.0,Industria perpunuese,899544.33,4.0
2022.0,6.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,104384.04,3.0
2025.0,2.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,12791.33,4.0
2023.0,7.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,27681.42,1.0
2020.0,3.0,"Aktivitetet profesionale, shkencore dhe teknike",102323.2,49.0
2019.0,12.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,49887.27,2.0
2019.0,7.0,Aktivitetet e patundshmerise,35000.0,1.0
2021.0,12.0,Industria perpunuese,325362.88,4.0
2019.0,2.0,Industria perpunuese,1210.0,1.0
2020.0,12.0,"Aktivitetet profesionale, shkencore dhe teknike",142485.94,25.0
2023.0,3.0,Transporti dhe magazinimi,8500.0,17.0
2025.0,5.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,3989.66,3.0
2025.0,6.0,Akomodimi dhe sherbimi ushqimor,0.0,1.0
2022.0,6.0,Industria perpunuese,0.0,1.0
2024.0,11.0,Industria perpunuese,86240.19,9.0
2020.0,11.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,72961.18,2.0
2021.0,6.0,Akomodimi dhe sherbimi ushqimor,7290.06,3.0
2024.0,7.0,Industria perpunuese,2932.29,1.0
2020.0,3.0,Industria perpunuese,33115.08,1.0
2020.0,2.0,"Aktivitetet profesionale, shkencore dhe teknike",13701.77,1.0
2024.0,3.0,Akomodimi dhe sherbimi ushqimor,8225.08,2.0
2024.0,5.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,0.0,1.0
2019.0,7.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,495547.49,2.0
2024.0,4.0,Industria perpunuese,768.97,1.0
2019.0,5.0,Industria perpunuese,11544.31,2.0
2024.0,3.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,325586.19,26.0
2020.0,7.0,Ndertimtaria,13559.32,1.0
2023.0,1.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,1837.57,1.0
2019.0,6.0,Aktivitetet e shendetit te njeriut dhe te punes sociale,359790.17,5.0
2021.0,6.0,Industria perpunuese,6000.0,3.0
2023.0,8.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,167290.89,2.0
2019.0,11.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,8981.73,1.0
2019.0,6.0,Industria perpunuese,22606.39,5.0
2025.0,1.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,0.0,2.0
2022.0,4.0,Informimi dhe komunikimi,276908.42,31.0
2021.0,7.0,Ndertimtaria,0.0,1.0
2023.0,1.0,Industria perpunuese,19968.19,3.0
2020.0,1.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,309708.72,2.0
2020.0,7.0,Industria perpunuese,133751.57,2.0
2020.0,4.0,Ndertimtaria,0.0,1.0
2021.0,10.0,Informimi dhe komunikimi,0.0,1.0
2025.0,10.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,66543.22,5.0
2022.0,3.0,Ndertimtaria,400.0,1.0
2019.0,8.0,Aktivitetet e shendetit te njeriut dhe te punes sociale,9566.0,3.0
2022.0,8.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,274184.95,6.0
2025.0,7.0,Industria perpunuese,194549.75,1.0
2023.0,4.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,2888.56,1.0
2021.0,11.0,"Aktivitetet profesionale, shkencore dhe teknike",901807.46,67.0
2022.0,8.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,94835.93,3.0
2023.0,7.0,Industria perpunuese,2169.5,1.0
2024.0,11.0,Industria perpunuese,4328.81,1.0
2023.0,12.0,Informimi dhe komunikimi,12438.0,3.0
2019.0,9.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,27077.26,2.0
2019.0,8.0,Ndertimtaria,4703.38,1.0
2021.0,9.0,Mungon aktiviteti,0.0,1.0
2023.0,4.0,Bujqesia;Pylltaria dhe Peshkimi,0.0,1.0
2024.0,10.0,"Aktivitetet profesionale, shkencore dhe teknike",469693.9,3.0
2019.0,4.0,Industria perpunuese,56362.71,2.0
2022.0,6.0,Industria perpunuese,157240.08,2.0
2023.0,7.0,Aktivitetet e shendetit te njeriut dhe te punes sociale,3965.0,1.0
2024.0,8.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,85375.47,5.0
2022.0,10.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,514260.78,15.0
2024.0,3.0,Ndertimtaria,2033.89,1.0
2024.0,5.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,740.61,1.0
2019.0,8.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,2318.85,1.0
2022.0,8.0,Ndertimtaria,2555.08,2.0
2021.0,1.0,Industria perpunuese,9280.84,3.0
2020.0,6.0,Industria perpunuese,1144.0,2.0
2022.0,10.0,Bujqesia;Pylltaria dhe Peshkimi,9752.05,1.0
2019.0,4.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,2987.29,1.0
2020.0,12.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,0.0,1.0
2023.0,6.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,1152.0,1.0
2020.0,2.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,5330392.21,18.0
2019.0,7.0,Informimi dhe komunikimi,59574.8,1.0
2019.0,1.0,Bujqesia;Pylltaria dhe Peshkimi,11554.48,3.0
2022.0,7.0,Informimi dhe komunikimi,11427.6,2.0
2024.0,10.0,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,209328.46,7.0
2019.0,4.0,Bujqesia;Pylltaria dhe Peshkimi,13269.59,3.0
2020.0,6.0,Industria perpunuese,43.58,1.0
2025.0,5.0,Industria perpunuese,105163.63,3.0
2021.0,6.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,2083352.07,12.0
2024.0,8.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,297927.86,3.0
2023.0,7.0,"Furnizimi me rryme, gaz, avull dhe ajer te kondicionuar",7353.81,1.0
2023.0,11.0,Sherbimet administrative dhe mbeshtetese,3700.0,1.0
2022.0,12.0,Informimi dhe komunikimi,46025.06,5.0
2020.0,9.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,25238.28,1.0
2020.0,11.0,Transporti dhe magazinimi,20367.44,2.0
2024.0,1.0,Akomodimi dhe sherbimi ushqimor,292686.24,3.0
2020.0,9.0,Ndertimtaria,3244.0,3.0
2019.0,10.0,Industria perpunuese,3089.87,1.0
2019.0,9.0,"Aktivitetet profesionale, shkencore dhe teknike",945.0,4.0
2025.0,3.0,Aktivitetet e shendetit te njeriut dhe te punes sociale,17193.0,2.0
2022.0,4.0,Sherbimet administrative dhe mbeshtetese,13852.37,2.0
2023.0,1.0,Sherbimet administrative dhe mbeshtetese,10301.32,3.0
2022.0,10.0,Industria perpunuese,28406.99,4.0
2019.0,4.0,Industria perpunuese,0.0,2.0
2023.0,3.0,Industria perpunuese,68933.51,4.0
2023.0,8.0,"Aktivitetet profesionale, shkencore dhe teknike",12902.55,1.0
2020.0,12.0,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,0.0,1.0
2025.0,9.0,Industria perpunuese,1281.35,1.0
2019.0,10.0,Informimi dhe komunikimi,0.0,1.0
2021.0,8.0,Ndertimtaria,21292.38,1.0
2022.0,9.0,Ndertimtaria,28715.75,3.0
2021.0,3.0,Industria perpunuese,58284.83,41.0
2025.0,9.0,"Aktivitetet profesionale, shkencore dhe teknike",6562.25,10.0
2024.0,6.0,Mungon aktiviteti,590.33,2.0
2020.0,10.0,Arsimi,2711.94,1.0
2019.0,2.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,2694.39,2.0
2022.0,12.0,Industria perpunuese,105721.64,2.0
2019.0,3.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,2997.18,6.0
2023.0,10.0,Industria perpunuese,4647338.69,2.0
2021.0,11.0,Industria perpunuese,9552.08,1.0
2023.0,10.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,12415.24,1.0
2025.0,3.0,"Aktivitetet profesionale, shkencore dhe teknike",12393.81,3.0
2021.0,4.0,"Aktivitetet profesionale, shkencore dhe teknike",0.0,1.0
2023.0,9.0,Ndertimtaria,6420.0,4.0
2022.0,1.0,Akomodimi dhe sherbimi ushqimor,5398.98,2.0
2023.0,5.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,5727.47,2.0
2025.0,3.0,Bujqesia;Pylltaria dhe Peshkimi,17327.85,8.0
2024.0,3.0,Industria perpunuese,0.0,1.0
2019.0,3.0,Industria perpunuese,7134.27,1.0
2019.0,12.0,Industria perpunuese,692885.91,2.0
2020.0,5.0,Industria nxjerrese,0.0,1.0
2023.0,9.0,Industria perpunuese,18625.61,3.0
2025.0,4.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,4000.0,2.0
2025.0,4.0,Bujqesia;Pylltaria dhe Peshkimi,14045.68,4.0
2023.0,7.0,Akomodimi dhe sherbimi ushqimor,0.0,1.0
2025.0,11.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,35318.44,2.0
2021.0,10.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,8997.61,1.0
2019.0,11.0,"Artet, Argetimi dhe rekreacioni",0.0,1.0
2022.0,8.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,20633.95,1.0
2022.0,10.0,Sherbimet administrative dhe mbeshtetese,2288.75,1.0
2023.0,12.0,"Aktivitetet profesionale, shkencore dhe teknike",0.0,2.0
2020.0,8.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,54404.4,3.0
2022.0,7.0,Industria perpunuese,3385.01,1.0
2025.0,12.0,Akomodimi dhe sherbimi ushqimor,19747.02,11.0
2022.0,12.0,Aktivitetet e shendetit te njeriut dhe te punes sociale,5605.0,1.0
2024.0,1.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,23517.74,2.0
2022.0,3.0,Transporti dhe magazinimi,530687.83,13.0
2025.0,8.0,Sherbimet administrative dhe mbeshtetese,4394.06,2.0
2023.0,3.0,Bujqesia;Pylltaria dhe Peshkimi,5635.59,1.0
2023.0,7.0,Aktivitetet financiare dhe te sigurimit,5189484.77,1.0
2019.0,2.0,Bujqesia;Pylltaria dhe Peshkimi,6722.56,1.0
2019.0,9.0,Industria perpunuese,11784.97,1.0
2020.0,10.0,Transporti dhe magazinimi,48329.24,3.0
2020.0,6.0,Industria perpunuese,3805.0,3.0
2024.0,6.0,Aktivitetet e tjera sherbyese,0.0,1.0
2025.0,11.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,27645.85,4.0
2020.0,1.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,25322.89,9.0
2019.0,8.0,Industria perpunuese,8785.25,1.0
2025.0,11.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,38287.02,4.0
2024.0,2.0,Aktivitetet e tjera sherbyese,262.54,1.0
2022.0,6.0,Ndertimtaria,329020.24,31.0
2020.0,1.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,0.0,2.0
2020.0,9.0,Sherbimet administrative dhe mbeshtetese,0.0,1.0
2021.0,10.0,Bujqesia;Pylltaria dhe Peshkimi,0.0,2.0
2020.0,12.0,Arsimi,3070.0,1.0
2025.0,1.0,Ndertimtaria,0.0,1.0
2024.0,9.0,Informimi dhe komunikimi,17170.0,2.0
2023.0,4.0,Industria perpunuese,86989.58,2.0
2025.0,9.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,78164.07,23.0
2021.0,12.0,Industria perpunuese,42275.87,3.0
2021.0,1.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,1120.34,2.0
2019.0,4.0,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,12719.35,1.0
2021.0,9.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,98475.29,2.0
2019.0,11.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,14685.63,2.0
2025.0,2.0,"Artet, Argetimi dhe rekreacioni",17386.33,1.0
2019.0,12.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,1499034.35,20.0
2019.0,2.0,Sherbimet administrative dhe mbeshtetese,0.0,1.0
2021.0,11.0,Industria perpunuese,56280.64,3.0
2019.0,4.0,Sherbimet administrative dhe mbeshtetese,10071.47,2.0
2020.0,1.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,8631.79,2.0
2022.0,2.0,Aktivitetet e tjera sherbyese,-666.86,1.0
2021.0,12.0,Ndertimtaria,0.0,1.0
2024.0,9.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,338413.97,1.0
2024.0,6.0,Industria nxjerrese,285043.82,7.0
2023.0,10.0,Sherbimet administrative dhe mbeshtetese,374751.19,10.0
2024.0,9.0,Industria perpunuese,1834.4,3.0
2021.0,9.0,Informimi dhe komunikimi,98893.8,2.0
2025.0,7.0,Bujqesia;Pylltaria dhe Peshkimi,0.0,1.0
2020.0,7.0,Bujqesia;Pylltaria dhe Peshkimi,0.0,1.0
2024.0,12.0,Industria perpunuese,15905.5,11.0
2023.0,8.0,Informimi dhe komunikimi,0.0,1.0
2024.0,6.0,Aktivitetet e shendetit te njeriut dhe te punes sociale,3865.0,1.0
2020.0,4.0,Ndertimtaria,0.0,7.0
2019.0,2.0,Sherbimet administrative dhe mbeshtetese,395564.9,5.0
2020.0,7.0,Industria perpunuese,4175.04,1.0
2025.0,9.0,Aktivitetet e shendetit te njeriut dhe te punes sociale,56358.1,10.0
2021.0,6.0,Ndertimtaria,630.0,4.0
2025.0,10.0,Akomodimi dhe sherbimi ushqimor,128942.08,7.0
2021.0,1.0,Aktivitetet e patundshmerise,0.0,2.0
2020.0,4.0,"Artet, Argetimi dhe rekreacioni",0.0,1.0
2019.0,3.0,Aktivitetet e shendetit te njeriut dhe te punes sociale,44881.79,17.0
2022.0,11.0,Ndertimtaria,139123.47,9.0
2023.0,4.0,Industria perpunuese,249077.36,9.0
2025.0,11.0,Ndertimtaria,144815.97,2.0
2021.0,2.0,Ndertimtaria,0.0,1.0
2021.0,8.0,Industria perpunuese,808.49,1.0
2024.0,2.0,"Aktivitetet profesionale, shkencore dhe teknike",2488.47,1.0
2025.0,11.0,Ndertimtaria,99465.85,9.0
2022.0,12.0,Bujqesia;Pylltaria dhe Peshkimi,15161.51,5.0
2019.0,3.0,Ndertimtaria,2000.0,6.0
2024.0,11.0,Ndertimtaria,18900.0,5.0
2025.0,11.0,Industria perpunuese,974754.51,3.0
2020.0,1.0,"Artet, Argetimi dhe rekreacioni",0.0,1.0
2025.0,6.0,"Artet, Argetimi dhe rekreacioni",1869.5,2.0
2025.0,6.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,319454.78,3.0
2025.0,3.0,Aktivitetet e patundshmerise,0.0,2.0
2021.0,11.0,Arsimi,0.0,1.0
2024.0,4.0,Industria perpunuese,7321.87,2.0
2024.0,9.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,156464.97,38.0
2025.0,11.0,Sherbimet administrative dhe mbeshtetese,0.0,1.0
2025.0,4.0,Ndertimtaria,9244.36,4.0
2023.0,8.0,"Artet, Argetimi dhe rekreacioni",3499.15,1.0
2022.0,4.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,42400.8,8.0
2019.0,11.0,Akomodimi dhe sherbimi ushqimor,78767.91,10.0
2022.0,11.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,4407.79,1.0
2025.0,12.0,Bujqesia;Pylltaria dhe Peshkimi,3215.0,3.0
2019.0,11.0,Industria nxjerrese,11976.1,1.0
2023.0,9.0,Transporti dhe magazinimi,1246397.99,19.0
2023.0,1.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,29091.1,3.0
2024.0,11.0,Industria perpunuese,88.14,1.0
2024.0,1.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,101895.36,1.0
2024.0,3.0,Bujqesia;Pylltaria dhe Peshkimi,22681.0,12.0
2024.0,4.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,8150037.49,3.0
2025.0,12.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,1222456.26,86.0
2019.0,11.0,Industria perpunuese,5211.53,1.0
2024.0,9.0,Ndertimtaria,0.0,2.0
2024.0,10.0,Aktivitetet e tjera sherbyese,50001.37,1.0
2021.0,11.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,2413016.13,3.0
2019.0,8.0,Bujqesia;Pylltaria dhe Peshkimi,15911.1,1.0
2020.0,4.0,Industria perpunuese,172759.01,2.0
2024.0,9.0,Industria perpunuese,8744.9,1.0
2023.0,12.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,19847.89,1.0
2019.0,7.0,Industria perpunuese,68485.13,3.0
2021.0,5.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,83888.12,10.0
2021.0,5.0,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,4000.0,3.0
2022.0,7.0,Industria perpunuese,108694.77,4.0
2022.0,5.0,Industria perpunuese,1500.0,1.0
2025.0,3.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,11168.82,4.0
2024.0,4.0,Industria perpunuese,92118.64,3.0
2022.0,11.0,Ndertimtaria,4429.83,1.0
2019.0,8.0,"Aktivitetet profesionale, shkencore dhe teknike",318325.91,6.0
2019.0,4.0,Industria perpunuese,214257.05,10.0
2019.0,11.0,Sherbimet administrative dhe mbeshtetese,16319.5,2.0
2021.0,4.0,Akomodimi dhe sherbimi ushqimor,2634.99,3.0
2025.0,12.0,Aktivitetet e shendetit te njeriut dhe te punes sociale,9990.0,1.0
2020.0,2.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,0.0,3.0
2025.0,8.0,Transporti dhe magazinimi,3017.37,1.0
2022.0,10.0,Informimi dhe komunikimi,0.0,2.0
2025.0,5.0,Industria perpunuese,3235.59,1.0
2020.0,4.0,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,336.0,1.0
2019.0,1.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,27368.43,2.0
2019.0,11.0,Sherbimet administrative dhe mbeshtetese,4767.02,1.0
2019.0,3.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,59705.85,26.0
2021.0,7.0,Ndertimtaria,8474.58,1.0
2022.0,9.0,Aktivitetet e patundshmerise,25698.09,1.0
2020.0,5.0,Industria perpunuese,1930.51,7.0
2020.0,9.0,"Aktivitetet profesionale, shkencore dhe teknike",0.0,1.0
2024.0,3.0,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,59203.01,5.0
2025.0,2.0,Sherbimet administrative dhe mbeshtetese,160726.72,16.0
2024.0,2.0,Industria perpunuese,2898658.43,33.0
2022.0,4.0,Industria perpunuese,841.36,1.0
2022.0,7.0,"Aktivitetet profesionale, shkencore dhe teknike",1169.49,2.0
2025.0,9.0,Ndertimtaria,3518.0,3.0
2024.0,12.0,Industria perpunuese,28560.0,5.0
2025.0,9.0,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,1466951.93,1.0
2020.0,6.0,Aktivitetet e shendetit te njeriut dhe te punes sociale,7292.0,9.0
2022.0,6.0,Aktivitetet financiare dhe te sigurimit,799.0,1.0
2020.0,8.0,"Aktivitetet profesionale, shkencore dhe teknike",0.0,2.0
2024.0,9.0,Aktivitetet e patundshmerise,4300.0,1.0
2021.0,4.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,8888.08,3.0
2019.0,11.0,Ndertimtaria,19790.02,1.0
2024.0,6.0,Industria nxjerrese,95549.15,6.0
2021.0,9.0,Sherbimet administrative dhe mbeshtetese,1827.0,1.0
2024.0,7.0,"Aktivitetet profesionale, shkencore dhe teknike",198993.25,29.0
2024.0,9.0,Bujqesia;Pylltaria dhe Peshkimi,950.0,2.0
2023.0,6.0,Aktivitetet e tjera sherbyese,0.0,2.0
2022.0,9.0,"Artet, Argetimi dhe rekreacioni",240821.92,2.0
2025.0,12.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,27965.99,7.0
2025.0,8.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,16664.88,1.0
2022.0,2.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,6668758.95,2.0
2022.0,8.0,Informimi dhe komunikimi,20294.95,3.0
2024.0,6.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,58096.99,3.0
2024.0,5.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,12547.26,3.0
2021.0,10.0,Akomodimi dhe sherbimi ushqimor,5544.45,1.0
2023.0,9.0,Aktivitetet e shendetit te njeriut dhe te punes sociale,44792.0,1.0
2023.0,2.0,"Artet, Argetimi dhe rekreacioni",10260.84,2.0
2025.0,4.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,194544.93,9.0
2019.0,10.0,Industria perpunuese,0.0,2.0
2019.0,10.0,Ndertimtaria,0.0,1.0
2025.0,11.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,266945.03,2.0
2024.0,8.0,Akomodimi dhe sherbimi ushqimor,3596.95,2.0
2020.0,12.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,12665.05,8.0
2021.0,4.0,Ndertimtaria,0.0,3.0
2024.0,5.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,18494.26,2.0
2024.0,7.0,"Aktivitetet profesionale, shkencore dhe teknike",10564.14,3.0
2025.0,7.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,0.0,2.0
2022.0,10.0,Industria perpunuese,146942.98,1.0
2021.0,8.0,Bujqesia;Pylltaria dhe Peshkimi,0.0,1.0
2020.0,1.0,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,10397.72,1.0
2022.0,6.0,Bujqesia;Pylltaria dhe Peshkimi,852.6,4.0
