year,month,primary_sector,turnover_eur,num_taxpayers
2021.0,1.0,Industria perpunuese,5605.93,1.0
2023.0,10.0,Akomodimi dhe sherbimi ushqimor,6984.59,2.0
2023.0,7.0,Industria perpunuese,65558.06,4.0
2022.0,8.0,Sherbimet administrative dhe mbeshtetese,3940.68,1.0
2021.0,7.0,Transporti dhe magazinimi,384145.93,5.0
2023.0,4.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,5015889.2,3.0
2022.0,1.0,"Aktivitetet profesionale, shkencore dhe teknike",5020.34,6.0
2025.0,2.0,Industria perpunuese,16953.99,1.0
2021.0,3.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,3721.82,5.0
2020.0,6.0,Industria perpunuese,12766.06,2.0
2020.0,8.0,Industria perpunuese,3156.95,1.0
2019.0,2.0,Ndertimtaria,3201.85,5.0
2020.0,11.0,Industria perpunuese,55320.16,2.0
2022.0,5.0,Industria perpunuese,3267.62,2.0
2019.0,4.0,Bujqesia;Pylltaria dhe Peshkimi,9363.04,1.0
2020.0,10.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,97301.19,6.0
2019.0,8.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,6272.03,1.0
2023.0,8.0,Arsimi,9322.04,3.0
2019.0,4.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,663.15,1.0
2021.0,12.0,Bujqesia;Pylltaria dhe Peshkimi,0.0,1.0
2020.0,3.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,1341370.59,383.0
2019.0,9.0,Bujqesia;Pylltaria dhe Peshkimi,6949.06,1.0
2024.0,4.0,Industria perpunuese,21745.8,2.0
2025.0,3.0,Bujqesia;Pylltaria dhe Peshkimi,17058.17,3.0
2025.0,7.0,Aktivitetet e shendetit te njeriut dhe te punes sociale,19448.64,1.0
2019.0,5.0,Industria perpunuese,55697.57,2.0
2024.0,6.0,Industria perpunuese,5760.3,2.0
2023.0,4.0,Bujqesia;Pylltaria dhe Peshkimi,9422.22,1.0
2023.0,2.0,Bujqesia;Pylltaria dhe Peshkimi,83974.58,1.0
2022.0,3.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,18506.82,1.0
2025.0,4.0,Aktivitetet financiare dhe te sigurimit,52670.48,1.0
2025.0,1.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,15271.07,2.0
2022.0,2.0,Bujqesia;Pylltaria dhe Peshkimi,2000.0,1.0
2022.0,3.0,Industria perpunuese,0.0,2.0
2021.0,5.0,Aktivitetet e shendetit te njeriut dhe te punes sociale,107950.37,2.0
2024.0,11.0,Akomodimi dhe sherbimi ushqimor,45924.83,9.0
2020.0,10.0,Arsimi,0.0,1.0
2024.0,5.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,304116.72,6.0
2020.0,10.0,Industria perpunuese,0.0,1.0
2023.0,8.0,Industria perpunuese,1834.58,3.0
2025.0,10.0,Industria perpunuese,1951.05,1.0
2022.0,1.0,Industria perpunuese,8022.08,1.0
2023.0,11.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,90495.05,1.0
2023.0,2.0,Industria perpunuese,154596.64,6.0
2024.0,3.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,49673.06,26.0
2019.0,5.0,Sherbimet administrative dhe mbeshtetese,0.0,2.0
2023.0,2.0,Industria perpunuese,38074.41,1.0
2019.0,7.0,Industria perpunuese,3101.7,1.0
2023.0,12.0,"Aktivitetet profesionale, shkencore dhe teknike",7607.7,5.0
2022.0,7.0,Arsimi,21717.79,6.0
2020.0,12.0,Industria perpunuese,95816.95,1.0
2024.0,5.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,0.0,1.0
2020.0,7.0,Transporti dhe magazinimi,109191.08,8.0
2021.0,5.0,Industria perpunuese,17985.89,2.0
2025.0,6.0,Transporti dhe magazinimi,458.71,1.0
2020.0,12.0,"Aktivitetet profesionale, shkencore dhe teknike",73970.65,1.0
2021.0,5.0,Industria perpunuese,220103.13,2.0
2022.0,11.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,78470.61,4.0
2021.0,12.0,Industria perpunuese,619201.07,1.0
2021.0,9.0,Bujqesia;Pylltaria dhe Peshkimi,23580.82,13.0
2025.0,5.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,1299651.79,1.0
2020.0,1.0,Ndertimtaria,0.0,3.0
2025.0,5.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,660372.62,21.0
2021.0,6.0,Arsimi,9579.86,2.0
2019.0,8.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,13124.13,2.0
2021.0,1.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,53498.11,6.0
2020.0,4.0,Industria perpunuese,56819.11,1.0
2023.0,1.0,Aktivitetet e shendetit te njeriut dhe te punes sociale,17626.0,2.0
2022.0,8.0,"Aktivitetet profesionale, shkencore dhe teknike",16956.61,3.0
2022.0,5.0,Ndertimtaria,30084.75,3.0
2021.0,9.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,186522.1,7.0
2023.0,1.0,"Aktivitetet profesionale, shkencore dhe teknike",56711.8,5.0
2020.0,6.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,352502.55,9.0
2021.0,9.0,"Furnizimi me rryme, gaz, avull dhe ajer te kondicionuar",17480.0,1.0
2022.0,9.0,Aktivitetet e patundshmerise,1540.0,6.0
2020.0,11.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,3329.91,1.0
2022.0,11.0,Industria perpunuese,450508.88,2.0
2022.0,2.0,Aktivitetet e tjera sherbyese,3759.0,1.0
2021.0,8.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,6587.74,1.0
2020.0,1.0,Ndertimtaria,171587.0,1.0
2019.0,10.0,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,0.0,1.0
2025.0,10.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,30073.4,1.0
2023.0,1.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,34204.94,1.0
2022.0,4.0,Sherbimet administrative dhe mbeshtetese,0.0,2.0
2019.0,6.0,Sherbimet administrative dhe mbeshtetese,2503.0,1.0
2023.0,6.0,Industria perpunuese,696.0,1.0
2024.0,1.0,Industria perpunuese,97712.62,7.0
2023.0,5.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,20956.71,2.0
2019.0,2.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,1096.57,2.0
2022.0,1.0,Aktivitetet e shendetit te njeriut dhe te punes sociale,32922.79,2.0
2019.0,12.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,60529.1,3.0
2020.0,5.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,159944.31,5.0
2020.0,9.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,15887.06,5.0
2021.0,7.0,Industria perpunuese,3925.0,1.0
2020.0,12.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,587350.77,201.0
2020.0,11.0,Industria perpunuese,5168.5,1.0
2020.0,8.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,4696.85,1.0
2024.0,7.0,"Artet, Argetimi dhe rekreacioni",0.0,1.0
2019.0,7.0,Industria perpunuese,642.28,1.0
2021.0,8.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,305787.13,2.0
2025.0,1.0,Bujqesia;Pylltaria dhe Peshkimi,8802.73,2.0
2024.0,4.0,Aktivitetet e shendetit te njeriut dhe te punes sociale,104004.92,8.0
2023.0,5.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,13481.26,1.0
2024.0,6.0,Sherbimet administrative dhe mbeshtetese,700.0,2.0
2022.0,7.0,Arsimi,0.0,1.0
2023.0,8.0,Ndertimtaria,69462.38,4.0
2023.0,5.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,19836.82,3.0
2022.0,12.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,0.0,1.0
2019.0,5.0,Ndertimtaria,5929.83,1.0
2023.0,7.0,"Aktivitetet profesionale, shkencore dhe teknike",0.0,4.0
2023.0,4.0,"Aktivitetet profesionale, shkencore dhe teknike",0.0,1.0
2022.0,3.0,Industria perpunuese,35848.31,3.0
2025.0,4.0,Industria perpunuese,1016.95,1.0
2025.0,5.0,Informimi dhe komunikimi,917.91,1.0
2020.0,9.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,7008.64,2.0
2020.0,5.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,4951813.86,2.0
2024.0,7.0,Bujqesia;Pylltaria dhe Peshkimi,-680.0,1.0
2024.0,12.0,Akomodimi dhe sherbimi ushqimor,2397.0,1.0
2020.0,9.0,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,1035429.69,31.0
2022.0,1.0,Aktivitetet e shendetit te njeriut dhe te punes sociale,15025.76,2.0
2020.0,3.0,Industria perpunuese,6182.69,4.0
2021.0,3.0,Industria perpunuese,2158653.67,3.0
2020.0,4.0,Aktivitetet financiare dhe te sigurimit,2133313.56,1.0
2023.0,9.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,7940.9,1.0
2021.0,9.0,Ndertimtaria,0.0,1.0
2023.0,2.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,216232.6,1.0
2020.0,9.0,Industria perpunuese,0.0,1.0
2025.0,6.0,Sherbimet administrative dhe mbeshtetese,1825.0,2.0
2025.0,5.0,Ndertimtaria,91000.0,1.0
2023.0,6.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,2200.0,1.0
2024.0,4.0,Industria perpunuese,1302941.6,55.0
2025.0,8.0,Industria perpunuese,244733.03,7.0
2020.0,5.0,Sherbimet administrative dhe mbeshtetese,16026.09,2.0
2023.0,5.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,12.71,2.0
2022.0,5.0,Industria perpunuese,8110.66,2.0
2019.0,5.0,Industria perpunuese,13639.62,3.0
2019.0,7.0,Industria perpunuese,5025.25,1.0
2022.0,2.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,18004.79,1.0
2019.0,3.0,Industria perpunuese,25848.21,1.0
2023.0,12.0,Bujqesia;Pylltaria dhe Peshkimi,48517.66,4.0
2022.0,4.0,Bujqesia;Pylltaria dhe Peshkimi,7002.37,2.0
2021.0,7.0,"Aktivitetet profesionale, shkencore dhe teknike",33292.95,1.0
2021.0,7.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,17568.97,2.0
2020.0,6.0,Industria perpunuese,3389.85,1.0
2020.0,2.0,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,994.91,2.0
2022.0,4.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,19034.94,1.0
2023.0,10.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,154.24,4.0
2022.0,5.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,2566.95,1.0
2021.0,1.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,92407.08,6.0
2023.0,9.0,"Aktivitetet profesionale, shkencore dhe teknike",32924.57,16.0
2019.0,6.0,Industria perpunuese,9121.06,3.0
2019.0,6.0,Industria perpunuese,863612.98,3.0
2022.0,1.0,"Aktivitetet profesionale, shkencore dhe teknike",0.0,2.0
2019.0,6.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,23586.0,2.0
2021.0,7.0,Sherbimet administrative dhe mbeshtetese,1677.87,1.0
2025.0,8.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,105703.0,3.0
2022.0,7.0,Bujqesia;Pylltaria dhe Peshkimi,10115.34,1.0
2025.0,11.0,Informimi dhe komunikimi,2686.65,1.0
2025.0,4.0,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,47191.22,3.0
2023.0,3.0,Informimi dhe komunikimi,7879.55,8.0
2021.0,6.0,Industria perpunuese,243396.09,1.0
2022.0,2.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,0.0,1.0
2025.0,4.0,"Aktivitetet profesionale, shkencore dhe teknike",82448.21,10.0
2025.0,3.0,Sherbimet administrative dhe mbeshtetese,5339.72,12.0
2020.0,12.0,Aktivitetet e tjera sherbyese,40580.99,22.0
2020.0,2.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,5241.54,1.0
2021.0,8.0,Bujqesia;Pylltaria dhe Peshkimi,0.0,1.0
2022.0,5.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,1037.61,1.0
2019.0,1.0,Akomodimi dhe sherbimi ushqimor,10765.08,3.0
2020.0,9.0,Industria perpunuese,611631.57,15.0
2022.0,10.0,Aktivitetet e patundshmerise,0.0,1.0
2021.0,4.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,2664.19,1.0
2025.0,12.0,Aktivitetet financiare dhe te sigurimit,0.0,1.0
2025.0,1.0,Aktivitetet e shendetit te njeriut dhe te punes sociale,12382.4,3.0
2025.0,2.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,0.0,1.0
2019.0,7.0,Informimi dhe komunikimi,8381.36,1.0
2022.0,1.0,Industria perpunuese,508.47,1.0
2022.0,6.0,Ndertimtaria,4175.0,3.0
2019.0,5.0,Aktivitetet financiare dhe te sigurimit,0.0,1.0
2020.0,7.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,4633.79,3.0
2025.0,2.0,Ndertimtaria,25424.53,5.0
2020.0,4.0,Informimi dhe komunikimi,11960.45,1.0
2020.0,3.0,Industria perpunuese,1721.0,1.0
2019.0,10.0,Ndertimtaria,47798.0,7.0
2025.0,7.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,263577.36,21.0
2021.0,1.0,Ndertimtaria,295457.41,3.0
2019.0,8.0,Informimi dhe komunikimi,2113.81,1.0
2023.0,8.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,83419.83,2.0
2020.0,5.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,3692.14,2.0
2025.0,9.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,0.0,2.0
2019.0,1.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,0.0,1.0
2021.0,7.0,Bujqesia;Pylltaria dhe Peshkimi,15983.05,2.0
2024.0,1.0,Ndertimtaria,5738.85,2.0
2021.0,3.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,1646.0,3.0
2024.0,8.0,Industria perpunuese,16128.84,7.0
2021.0,8.0,Industria perpunuese,0.0,1.0
2025.0,9.0,Arsimi,0.0,2.0
2019.0,10.0,Industria perpunuese,1473598.49,1.0
2021.0,11.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,1217.97,1.0
2025.0,6.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,20876.86,8.0
2022.0,1.0,Aktivitetet e shendetit te njeriut dhe te punes sociale,46021.23,1.0
2019.0,12.0,"Artet, Argetimi dhe rekreacioni",243.22,1.0
2025.0,10.0,Ndertimtaria,276479.88,18.0
2025.0,2.0,Akomodimi dhe sherbimi ushqimor,2821.18,1.0
2022.0,4.0,Ndertimtaria,1288.07,5.0
2025.0,12.0,Industria perpunuese,9194.92,1.0
2019.0,1.0,Informimi dhe komunikimi,2283.6,1.0
2022.0,4.0,Industria perpunuese,64396.05,2.0
2023.0,11.0,Industria perpunuese,30331.14,3.0
2020.0,12.0,Industria perpunuese,0.0,1.0
2020.0,10.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,110563.71,3.0
2023.0,1.0,Aktivitetet financiare dhe te sigurimit,0.0,1.0
2023.0,10.0,"Artet, Argetimi dhe rekreacioni",1144.06,1.0
2020.0,6.0,Bujqesia;Pylltaria dhe Peshkimi,1500.0,3.0
2024.0,2.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,75533.96,2.0
2023.0,10.0,Industria perpunuese,12171.52,10.0
2025.0,12.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,33071.25,3.0
2024.0,3.0,Industria perpunuese,190373.94,2.0
2021.0,12.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,24008.78,4.0
2023.0,9.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,0.0,4.0
2023.0,3.0,"Aktivitetet profesionale, shkencore dhe teknike",0.0,1.0
2024.0,12.0,Mungon aktiviteti,0.0,4.0
2025.0,8.0,Industria perpunuese,0.0,1.0
2021.0,6.0,Sherbimet administrative dhe mbeshtetese,6260.0,1.0
2022.0,1.0,Aktivitetet financiare dhe te sigurimit,2939.16,2.0
2024.0,7.0,Ndertimtaria,38666.87,3.0
2020.0,4.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,400.0,2.0
2025.0,1.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,37520.62,2.0
2020.0,3.0,Industria perpunuese,14742.51,1.0
2019.0,6.0,Aktivitetet e tjera sherbyese,4240.34,2.0
2019.0,10.0,Ndertimtaria,1761456.25,3.0
2022.0,5.0,Ndertimtaria,1762.71,1.0
2023.0,1.0,"Aktivitetet profesionale, shkencore dhe teknike",0.0,1.0
2022.0,5.0,Aktivitetet e tjera sherbyese,34776.0,2.0
2019.0,9.0,Industria nxjerrese,2350.0,1.0
2023.0,7.0,Industria perpunuese,100094.82,2.0
2021.0,4.0,Industria perpunuese,0.0,1.0
2024.0,8.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,54485.65,2.0
2021.0,11.0,Industria perpunuese,159442.63,1.0
2024.0,1.0,Ndertimtaria,772579.96,14.0
2021.0,11.0,Bujqesia;Pylltaria dhe Peshkimi,5000.0,3.0
2023.0,2.0,"Aktivitetet profesionale, shkencore dhe teknike",27510.62,2.0
2020.0,12.0,Industria perpunuese,10680.0,2.0
2021.0,2.0,Person Fizik,0.0,1.0
2019.0,1.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,368191.88,22.0
2021.0,1.0,Transporti dhe magazinimi,291152.92,1.0
2025.0,8.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,1292.97,1.0
2021.0,9.0,Informimi dhe komunikimi,55138.16,2.0
2023.0,6.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,5868.7,4.0
2023.0,5.0,Ndertimtaria,2353011.6,69.0
2019.0,12.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,1986.0,1.0
2021.0,7.0,Sherbimet administrative dhe mbeshtetese,3854.09,1.0
2019.0,9.0,Industria perpunuese,29637.4,3.0
2024.0,5.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,3393.47,1.0
2022.0,1.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,154680.76,7.0
2019.0,7.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,16898.78,4.0
2025.0,10.0,Transporti dhe magazinimi,982651.25,29.0
2020.0,1.0,Akomodimi dhe sherbimi ushqimor,2918.0,1.0
2024.0,12.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,2403329.77,33.0
2024.0,10.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,6100965.59,14.0
2020.0,5.0,Ndertimtaria,122976.28,17.0
2019.0,5.0,Industria nxjerrese,0.0,1.0
2019.0,9.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,38642.38,3.0
2020.0,9.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,10640.0,2.0
2025.0,8.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,134534.64,3.0
2020.0,10.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,12250.0,1.0
2024.0,12.0,Industria perpunuese,2178.42,1.0
2021.0,10.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,465712.71,15.0
2022.0,10.0,Industria perpunuese,7486.44,3.0
2024.0,4.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,33176.72,5.0
2021.0,10.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,4227.87,1.0
2020.0,11.0,Arsimi,4576.27,2.0
2024.0,8.0,"Artet, Argetimi dhe rekreacioni",0.0,1.0
2019.0,11.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,832128.28,36.0
2019.0,2.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,39151.83,1.0
2021.0,12.0,Industria perpunuese,12077.14,1.0
2020.0,1.0,Aktivitetet e shendetit te njeriut dhe te punes sociale,0.0,1.0
2025.0,6.0,Industria nxjerrese,0.0,1.0
2019.0,12.0,Informimi dhe komunikimi,1085000.94,26.0
2025.0,2.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,246569.59,15.0
2019.0,12.0,Industria perpunuese,2152.74,1.0
2021.0,12.0,Ndertimtaria,2200.0,1.0
2024.0,8.0,"Aktivitetet profesionale, shkencore dhe teknike",10535.22,3.0
2023.0,1.0,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,102.66,1.0
2021.0,10.0,Transporti dhe magazinimi,71915.67,8.0
2019.0,5.0,"Aktivitetet profesionale, shkencore dhe teknike",17974.34,1.0
2024.0,9.0,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,465722.51,1.0
2022.0,5.0,"Aktivitetet profesionale, shkencore dhe teknike",4505.44,4.0
2020.0,4.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,11600.12,3.0
2020.0,3.0,Industria perpunuese,1159.32,1.0
2024.0,6.0,"Aktivitetet profesionale, shkencore dhe teknike",39024.77,7.0
2019.0,9.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,1300.0,1.0
2025.0,9.0,"Aktivitetet profesionale, shkencore dhe teknike",7080.64,3.0
2023.0,3.0,Person Fizik,2202145.21,264.0
2024.0,6.0,Bujqesia;Pylltaria dhe Peshkimi,1432133.51,5.0
2020.0,1.0,Bujqesia;Pylltaria dhe Peshkimi,3425.68,2.0
2019.0,3.0,Industria perpunuese,536.44,1.0
2019.0,8.0,Industria perpunuese,338238.96,2.0
2023.0,11.0,Ndertimtaria,0.0,1.0
2022.0,3.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,5504.15,4.0
2022.0,9.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,3597.75,4.0
2024.0,10.0,"Aktivitetet profesionale, shkencore dhe teknike",139529.37,11.0
2025.0,10.0,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,19320.89,1.0
2021.0,9.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,1530.0,1.0
2021.0,8.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,3100.13,1.0
2019.0,2.0,Ndertimtaria,474.58,3.0
2022.0,10.0,Industria perpunuese,11703.81,1.0
2022.0,11.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,0.0,1.0
2023.0,5.0,Transporti dhe magazinimi,67226.17,6.0
2024.0,10.0,Transporti dhe magazinimi,3934.75,2.0
2021.0,1.0,Industria perpunuese,8968.41,1.0
2023.0,11.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,72451.77,6.0
2025.0,2.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,0.0,1.0
2021.0,2.0,Sherbimet administrative dhe mbeshtetese,21701.0,2.0
2021.0,7.0,Ndertimtaria,0.0,1.0
2020.0,6.0,"Artet, Argetimi dhe rekreacioni",1410.0,1.0
2023.0,5.0,"Aktivitetet profesionale, shkencore dhe teknike",66653.19,6.0
2024.0,9.0,Ndertimtaria,37240.4,9.0
2021.0,7.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,192.0,1.0
2021.0,3.0,Industria perpunuese,0.0,2.0
2023.0,4.0,Ndertimtaria,102516.31,17.0
2019.0,12.0,Ndertimtaria,85655.85,7.0
2019.0,2.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,33292.21,13.0
2024.0,7.0,Akomodimi dhe sherbimi ushqimor,4497.88,1.0
2023.0,9.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,10807.99,1.0
2022.0,5.0,Industria perpunuese,20428.64,2.0
2019.0,5.0,Industria perpunuese,0.0,1.0
2020.0,7.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,84556.48,2.0
2025.0,7.0,Industria perpunuese,40756.95,4.0
2020.0,7.0,Industria perpunuese,0.0,2.0
2023.0,11.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,105855.92,1.0
2021.0,1.0,Informimi dhe komunikimi,1474633.23,74.0
2024.0,2.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,3394.06,1.0
2024.0,11.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,214775.29,33.0
2023.0,12.0,Akomodimi dhe sherbimi ushqimor,0.0,1.0
2023.0,2.0,Industria perpunuese,16661.02,1.0
2023.0,10.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,4997.64,2.0
2022.0,2.0,"Aktivitetet profesionale, shkencore dhe teknike",2727.97,3.0
2024.0,2.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,29881.01,1.0
2024.0,3.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,21451.33,2.0
2021.0,7.0,Industria perpunuese,64445.87,7.0
2021.0,3.0,Ndertimtaria,9472.38,3.0
2022.0,11.0,Industria perpunuese,54832.66,1.0
