year,month,municipality,turnover_eur,num_taxpayers
2025.0,2.0,MALISHEVË,2821.18,1.0
2022.0,4.0,GJAKOVË,1288.07,5.0
2025.0,12.0,PRISHTINË,9194.92,1.0
2019.0,1.0,PEJË,2283.6,1.0
2022.0,4.0,PEJË,64396.05,2.0
2023.0,11.0,FERIZAJ,30331.14,3.0
2020.0,12.0,MAMUSHË,0.0,1.0
2020.0,10.0,GLLOGOC,110563.71,3.0
2023.0,1.0,KLINË,0.0,1.0
2023.0,10.0,PEJË,1144.06,1.0
2020.0,6.0,PRISHTINË,1500.0,3.0
2024.0,2.0,DEÇAN,75533.96,2.0
2023.0,10.0,PRISHTINË,12171.52,10.0
2025.0,12.0,PRIZREN,33071.25,3.0
2024.0,3.0,PEJË,190373.94,2.0
2021.0,12.0,FERIZAJ,24008.78,4.0
2023.0,9.0,GJILAN,0.0,4.0
2023.0,3.0,SUHAREKË,0.0,1.0
2024.0,12.0,LEPOSAVIQ,0.0,4.0
2025.0,8.0,MITROVICË VERIORE,0.0,1.0
2021.0,6.0,PODUJEVË,6260.0,1.0
2022.0,1.0,PEJË,2939.16,2.0
2024.0,7.0,OBILIQ,38666.87,3.0
2020.0,4.0,ISTOG,400.0,2.0
2025.0,1.0,GJILAN,37520.62,2.0
2020.0,3.0,KLINË,14742.51,1.0
2019.0,6.0,PODUJEVË,4240.34,2.0
2019.0,10.0,PRISHTINË,1761456.25,3.0
2022.0,5.0,ISTOG,1762.71,1.0
2023.0,1.0,PRISHTINË,0.0,1.0
2022.0,5.0,MITROVICË,34776.0,2.0
2019.0,9.0,PEJË,2350.0,1.0
2023.0,7.0,OBILIQ,100094.82,2.0
2021.0,4.0,PRISHTINË,0.0,1.0
2024.0,8.0,DEÇAN,54485.65,2.0
2021.0,11.0,SUHAREKË,159442.63,1.0
2024.0,1.0,PRISHTINË,772579.96,14.0
2021.0,11.0,ISTOG,5000.0,3.0
2023.0,2.0,PEJË,27510.62,2.0
2020.0,12.0,MALISHEVË,10680.0,2.0
2021.0,2.0,LEPOSAVIQ,0.0,1.0
2019.0,1.0,SUHAREKË,368191.88,22.0
2021.0,1.0,GJILAN,291152.92,1.0
2025.0,8.0,PODUJEVË,1292.97,1.0
2021.0,9.0,DEÇAN,55138.16,2.0
2023.0,6.0,FERIZAJ,5868.7,4.0
2023.0,5.0,PEJË,2353011.6,69.0
2019.0,12.0,PEJË,1986.0,1.0
2021.0,7.0,PEJË,3854.09,1.0
2019.0,9.0,MITROVICË,29637.4,3.0
2024.0,5.0,GJILAN,3393.47,1.0
2022.0,1.0,FERIZAJ,154680.76,7.0
2019.0,7.0,PODUJEVË,16898.78,4.0
2025.0,10.0,PRIZREN,982651.25,29.0
2020.0,1.0,RAHOVEC,2918.0,1.0
2024.0,12.0,FERIZAJ,2403329.77,33.0
2024.0,10.0,PRIZREN,6100965.59,14.0
2020.0,5.0,PODUJEVË,122976.28,17.0
2019.0,5.0,PODUJEVË,0.0,1.0
2019.0,9.0,SKENDERAJ,38642.38,3.0
2020.0,9.0,PRIZREN,10640.0,2.0
2025.0,8.0,MITROVICË,134534.64,3.0
2020.0,10.0,FERIZAJ,12250.0,1.0
2024.0,12.0,RAHOVEC,2178.42,1.0
2021.0,10.0,PRIZREN,465712.71,15.0
2022.0,10.0,PODUJEVË,7486.44,3.0
2024.0,4.0,FUSHË KOSOVË,33176.72,5.0
2021.0,10.0,RAHOVEC,4227.87,1.0
2020.0,11.0,KLINË,4576.27,2.0
2024.0,8.0,PRIZREN,0.0,1.0
2019.0,11.0,PRISHTINË,832128.28,36.0
2019.0,2.0,MITROVICË,39151.83,1.0
2021.0,12.0,GJAKOVË,12077.14,1.0
2020.0,1.0,SKENDERAJ,0.0,1.0
2025.0,6.0,KLINË,0.0,1.0
2019.0,12.0,PRISHTINË,1085000.94,26.0
2025.0,2.0,SUHAREKË,246569.59,15.0
2019.0,12.0,SUHAREKË,2152.74,1.0
2021.0,12.0,OBILIQ,2200.0,1.0
2024.0,8.0,GJAKOVË,10535.22,3.0
2023.0,1.0,LEPOSAVIQ,102.66,1.0
2021.0,10.0,MITROVICË,71915.67,8.0
2019.0,5.0,SUHAREKË,17974.34,1.0
2024.0,9.0,MITROVICË,465722.51,1.0
2022.0,5.0,FUSHË KOSOVË,4505.44,4.0
2020.0,4.0,VUSHTRRI,11600.12,3.0
2020.0,3.0,GJAKOVË,1159.32,1.0
2024.0,6.0,GJILAN,39024.77,7.0
2019.0,9.0,PARTESH,1300.0,1.0
2025.0,9.0,SUHAREKË,7080.64,3.0
2023.0,3.0,PRISHTINË,2202145.21,264.0
2024.0,6.0,VUSHTRRI,1432133.51,5.0
2020.0,1.0,PRISHTINË,3425.68,2.0
2019.0,3.0,DRAGASH,536.44,1.0
2019.0,8.0,GRAÇANICË,338238.96,2.0
2023.0,11.0,VUSHTRRI,0.0,1.0
2022.0,3.0,ISTOG,5504.15,4.0
2022.0,9.0,KAÇANIK,3597.75,4.0
2024.0,10.0,PRISHTINË,139529.37,11.0
2025.0,10.0,MITROVICË,19320.89,1.0
2021.0,9.0,DEÇAN,1530.0,1.0
2021.0,8.0,PRISHTINË,3100.13,1.0
2019.0,2.0,KAÇANIK,474.58,3.0
2022.0,10.0,DRAGASH,11703.81,1.0
2022.0,11.0,GRAÇANICË,0.0,1.0
2023.0,5.0,FERIZAJ,67226.17,6.0
2024.0,10.0,GRAÇANICË,3934.75,2.0
2021.0,1.0,PRISHTINË,8968.41,1.0
2023.0,11.0,SUHAREKË,72451.77,6.0
2025.0,2.0,PRISHTINË,0.0,1.0
2021.0,2.0,FERIZAJ,21701.0,2.0
2021.0,7.0,PEJË,0.0,1.0
2020.0,6.0,VITI,1410.0,1.0
2023.0,5.0,LIPJAN,66653.19,6.0
2024.0,9.0,KAÇANIK,37240.4,9.0
2021.0,7.0,MITROVICË VERIORE,192.0,1.0
2021.0,3.0,VITI,0.0,2.0
2023.0,4.0,KLINË,102516.31,17.0
2019.0,12.0,FERIZAJ,85655.85,7.0
2019.0,2.0,MITROVICË,33292.21,13.0
2024.0,7.0,OBILIQ,4497.88,1.0
2023.0,9.0,SKENDERAJ,10807.99,1.0
2022.0,5.0,ISTOG,20428.64,2.0
2019.0,5.0,PRIZREN,0.0,1.0
2020.0,7.0,PODUJEVË,84556.48,2.0
2025.0,7.0,SHTIME,40756.95,4.0
2020.0,7.0,FERIZAJ,0.0,2.0
2023.0,11.0,FUSHË KOSOVË,105855.92,1.0
2021.0,1.0,PRISHTINË,1474633.23,74.0
2024.0,2.0,PRISHTINË,3394.06,1.0
2024.0,11.0,PRISHTINË,214775.29,33.0
2023.0,12.0,MITROVICË,0.0,1.0
2023.0,2.0,KAÇANIK,16661.02,1.0
2023.0,10.0,RAHOVEC,4997.64,2.0
2022.0,2.0,PRISHTINË,2727.97,3.0
2024.0,2.0,PEJË,29881.01,1.0
2024.0,3.0,PRIZREN,21451.33,2.0
2021.0,7.0,GJILAN,64445.87,7.0
2021.0,3.0,FERIZAJ,9472.38,3.0
2022.0,11.0,DRAGASH,54832.66,1.0
2024.0,4.0,FERIZAJ,14000.0,1.0
2024.0,8.0,SUHAREKË,2777.77,2.0
2021.0,2.0,MITROVICË VERIORE,0.0,1.0
2021.0,4.0,GJILAN,1810.35,1.0
2019.0,5.0,SUHAREKË,14601.31,3.0
2025.0,7.0,FUSHË KOSOVË,869531.49,4.0
2023.0,12.0,OBILIQ,76295.42,12.0
2021.0,11.0,RAHOVEC,51671.63,2.0
2024.0,6.0,SUHAREKË,6986.75,1.0
2022.0,7.0,LIPJAN,60625.03,1.0
2019.0,8.0,PRISHTINË,47438.08,3.0
2021.0,5.0,ISTOG,61873.24,4.0
2022.0,6.0,RAHOVEC,48191.95,2.0
2022.0,6.0,RAHOVEC,1289.0,1.0
2019.0,6.0,FERIZAJ,29948.0,8.0
2025.0,9.0,KAMENICË,5000.0,2.0
2021.0,10.0,PRISHTINË,0.0,1.0
2024.0,1.0,FERIZAJ,13133.05,1.0
2024.0,5.0,RAHOVEC,281329.37,4.0
2024.0,10.0,FERIZAJ,280315.83,1.0
2019.0,1.0,FERIZAJ,3389.83,2.0
2021.0,3.0,VITI,11253.12,1.0
2023.0,5.0,PODUJEVË,0.0,1.0
2022.0,2.0,FERIZAJ,13851.35,2.0
2019.0,3.0,VUSHTRRI,0.0,1.0
2019.0,12.0,GJAKOVË,12725.85,1.0
2021.0,5.0,GJAKOVË,127008.66,1.0
2022.0,4.0,PRISHTINË,0.0,2.0
2020.0,6.0,PRISHTINË,5485.9,1.0
2023.0,8.0,PRIZREN,5611.0,1.0
2021.0,5.0,PRISHTINË,2811689.0,4.0
2022.0,12.0,PRISHTINË,5998.0,4.0
2022.0,2.0,SKENDERAJ,210408.45,2.0
2025.0,7.0,GJILAN,0.0,1.0
2022.0,11.0,VITI,9804.73,4.0
2022.0,12.0,KAMENICË,18791.15,16.0
2025.0,2.0,VITI,508702.16,2.0
2025.0,11.0,PRISHTINË,10930.95,1.0
2025.0,1.0,VITI,108331.87,2.0
2025.0,1.0,SHTIME,27573.73,1.0
2020.0,6.0,GRAÇANICË,14427.83,2.0
2020.0,11.0,GRAÇANICË,1479.08,1.0
2019.0,2.0,VUSHTRRI,96927.94,6.0
2024.0,3.0,MALISHEVË,18577.55,11.0
2020.0,10.0,FUSHË KOSOVË,899544.33,4.0
2022.0,6.0,FERIZAJ,104384.04,3.0
2025.0,2.0,FUSHË KOSOVË,12791.33,4.0
2023.0,7.0,MITROVICË VERIORE,27681.42,1.0
2020.0,3.0,FERIZAJ,102323.2,49.0
2019.0,12.0,PODUJEVË,49887.27,2.0
2019.0,7.0,VITI,35000.0,1.0
2021.0,12.0,VITI,325362.88,4.0
2019.0,2.0,GJAKOVË,1210.0,1.0
2020.0,12.0,MITROVICË,142485.94,25.0
2023.0,3.0,PEJË,8500.0,17.0
2025.0,5.0,GJAKOVË,3989.66,3.0
2025.0,6.0,NOVOBËRDË,0.0,1.0
2022.0,6.0,FUSHË KOSOVË,0.0,1.0
2024.0,11.0,PRISHTINË,86240.19,9.0
2020.0,11.0,RAHOVEC,72961.18,2.0
2021.0,6.0,MALISHEVË,7290.06,3.0
2024.0,7.0,OBILIQ,2932.29,1.0
2020.0,3.0,GJAKOVË,33115.08,1.0
2020.0,2.0,GRAÇANICË,13701.77,1.0
2024.0,3.0,VUSHTRRI,8225.08,2.0
2024.0,5.0,DEÇAN,0.0,1.0
2019.0,7.0,PRIZREN,495547.49,2.0
2024.0,4.0,GJAKOVË,768.97,1.0
2019.0,5.0,GJILAN,11544.31,2.0
2024.0,3.0,GJILAN,325586.19,26.0
2020.0,7.0,VUSHTRRI,13559.32,1.0
2023.0,1.0,LEPOSAVIQ,1837.57,1.0
2019.0,6.0,GRAÇANICË,359790.17,5.0
2021.0,6.0,PRIZREN,6000.0,3.0
2023.0,8.0,GRAÇANICË,167290.89,2.0
2019.0,11.0,DRAGASH,8981.73,1.0
2019.0,6.0,OBILIQ,22606.39,5.0
2025.0,1.0,VUSHTRRI,0.0,2.0
2022.0,4.0,PRISHTINË,276908.42,31.0
2021.0,7.0,PRIZREN,0.0,1.0
2023.0,1.0,GJAKOVË,19968.19,3.0
2020.0,1.0,GRAÇANICË,309708.72,2.0
2020.0,7.0,GJILAN,133751.57,2.0
2020.0,4.0,SHTIME,0.0,1.0
2021.0,10.0,FERIZAJ,0.0,1.0
2025.0,10.0,VUSHTRRI,66543.22,5.0
2022.0,3.0,KAÇANIK,400.0,1.0
2019.0,8.0,PRISHTINË,9566.0,3.0
2022.0,8.0,FUSHË KOSOVË,274184.95,6.0
2025.0,7.0,LIPJAN,194549.75,1.0
2023.0,4.0,PRISHTINË,2888.56,1.0
2021.0,11.0,PRISHTINË,901807.46,67.0
2022.0,8.0,FERIZAJ,94835.93,3.0
2023.0,7.0,DEÇAN,2169.5,1.0
2024.0,11.0,FERIZAJ,4328.81,1.0
2023.0,12.0,PRIZREN,12438.0,3.0
2019.0,9.0,OBILIQ,27077.26,2.0
2019.0,8.0,GJAKOVË,4703.38,1.0
2021.0,9.0,LEPOSAVIQ,0.0,1.0
2023.0,4.0,FERIZAJ,0.0,1.0
2024.0,10.0,PRISHTINË,469693.9,3.0
2019.0,4.0,SUHAREKË,56362.71,2.0
2022.0,6.0,MITROVICË,157240.08,2.0
2023.0,7.0,OBILIQ,3965.0,1.0
2024.0,8.0,PODUJEVË,85375.47,5.0
2022.0,10.0,PRIZREN,514260.78,15.0
2024.0,3.0,MALISHEVË,2033.89,1.0
2024.0,5.0,LIPJAN,740.61,1.0
2019.0,8.0,KLINË,2318.85,1.0
2022.0,8.0,JUNIK,2555.08,2.0
2021.0,1.0,GJAKOVË,9280.84,3.0
2020.0,6.0,ZUBIN POTOK,1144.0,2.0
2022.0,10.0,PRISHTINË,9752.05,1.0
2019.0,4.0,SUHAREKË,2987.29,1.0
2020.0,12.0,PRIZREN,0.0,1.0
2023.0,6.0,ISTOG,1152.0,1.0
2020.0,2.0,PRISHTINË,5330392.21,18.0
2019.0,7.0,MALISHEVË,59574.8,1.0
2019.0,1.0,RAHOVEC,11554.48,3.0
2022.0,7.0,MALISHEVË,11427.6,2.0
2024.0,10.0,PRISHTINË,209328.46,7.0
2019.0,4.0,RAHOVEC,13269.59,3.0
2020.0,6.0,FERIZAJ,43.58,1.0
2025.0,5.0,PRIZREN,105163.63,3.0
2021.0,6.0,GRAÇANICË,2083352.07,12.0
2024.0,8.0,GJAKOVË,297927.86,3.0
2023.0,7.0,PRIZREN,7353.81,1.0
2023.0,11.0,SKENDERAJ,3700.0,1.0
2022.0,12.0,FERIZAJ,46025.06,5.0
2020.0,9.0,MALISHEVË,25238.28,1.0
2020.0,11.0,HANI I ELEZIT,20367.44,2.0
2024.0,1.0,RAHOVEC,292686.24,3.0
2020.0,9.0,VUSHTRRI,3244.0,3.0
2019.0,10.0,GLLOGOC,3089.87,1.0
2019.0,9.0,LIPJAN,945.0,4.0
2025.0,3.0,KLINË,17193.0,2.0
2022.0,4.0,GJILAN,13852.37,2.0
2023.0,1.0,LIPJAN,10301.32,3.0
2022.0,10.0,KLINË,28406.99,4.0
2019.0,4.0,LIPJAN,0.0,2.0
2023.0,3.0,VUSHTRRI,68933.51,4.0
2023.0,8.0,VUSHTRRI,12902.55,1.0
2020.0,12.0,RAHOVEC,0.0,1.0
2025.0,9.0,SKENDERAJ,1281.35,1.0
2019.0,10.0,VITI,0.0,1.0
2021.0,8.0,DEÇAN,21292.38,1.0
2022.0,9.0,SUHAREKË,28715.75,3.0
2021.0,3.0,DRAGASH,58284.83,41.0
2025.0,9.0,MITROVICË,6562.25,10.0
2024.0,6.0,MITROVICË,590.33,2.0
2020.0,10.0,PEJË,2711.94,1.0
2019.0,2.0,PEJË,2694.39,2.0
2022.0,12.0,PRIZREN,105721.64,2.0
2019.0,3.0,PODUJEVË,2997.18,6.0
2023.0,10.0,OBILIQ,4647338.69,2.0
2021.0,11.0,PRIZREN,9552.08,1.0
2023.0,10.0,KLINË,12415.24,1.0
2025.0,3.0,VITI,12393.81,3.0
2021.0,4.0,PEJË,0.0,1.0
2023.0,9.0,DEÇAN,6420.0,4.0
2022.0,1.0,MITROVICË,5398.98,2.0
2023.0,5.0,FERIZAJ,5727.47,2.0
2025.0,3.0,PEJË,17327.85,8.0
2024.0,3.0,LIPJAN,0.0,1.0
2019.0,3.0,PEJË,7134.27,1.0
2019.0,12.0,OBILIQ,692885.91,2.0
2020.0,5.0,PRISHTINË,0.0,1.0
2023.0,9.0,PRIZREN,18625.61,3.0
2025.0,4.0,MITROVICË VERIORE,4000.0,2.0
2025.0,4.0,ISTOG,14045.68,4.0
2023.0,7.0,NOVOBËRDË,0.0,1.0
2025.0,11.0,PEJË,35318.44,2.0
2021.0,10.0,SHTIME,8997.61,1.0
2019.0,11.0,FERIZAJ,0.0,1.0
2022.0,8.0,MITROVICË,20633.95,1.0
2022.0,10.0,FUSHË KOSOVË,2288.75,1.0
2023.0,12.0,ZVEÇAN,0.0,2.0
2020.0,8.0,PODUJEVË,54404.4,3.0
2022.0,7.0,OBILIQ,3385.01,1.0
2025.0,12.0,VITI,19747.02,11.0
2022.0,12.0,PRIZREN,5605.0,1.0
2024.0,1.0,PODUJEVË,23517.74,2.0
2022.0,3.0,PRIZREN,530687.83,13.0
2025.0,8.0,KAMENICË,4394.06,2.0
2023.0,3.0,KAMENICË,5635.59,1.0
2023.0,7.0,PRISHTINË,5189484.77,1.0
2019.0,2.0,PEJË,6722.56,1.0
2019.0,9.0,GJILAN,11784.97,1.0
2020.0,10.0,FUSHË KOSOVË,48329.24,3.0
2020.0,6.0,GJILAN,3805.0,3.0
2024.0,6.0,RAHOVEC,0.0,1.0
2025.0,11.0,PODUJEVË,27645.85,4.0
2020.0,1.0,FERIZAJ,25322.89,9.0
2019.0,8.0,PEJË,8785.25,1.0
2025.0,11.0,FERIZAJ,38287.02,4.0
2024.0,2.0,FERIZAJ,262.54,1.0
2022.0,6.0,PEJË,329020.24,31.0
2020.0,1.0,KLLOKOT,0.0,2.0
2020.0,9.0,FERIZAJ,0.0,1.0
2021.0,10.0,FUSHË KOSOVË,0.0,2.0
2020.0,12.0,VITI,3070.0,1.0
2025.0,1.0,RAHOVEC,0.0,1.0
2024.0,9.0,GJAKOVË,17170.0,2.0
2023.0,4.0,GJAKOVË,86989.58,2.0
2025.0,9.0,LIPJAN,78164.07,23.0
2021.0,12.0,SKENDERAJ,42275.87,3.0
2021.0,1.0,GJAKOVË,1120.34,2.0
2019.0,4.0,PRIZREN,12719.35,1.0
2021.0,9.0,PRIZREN,98475.29,2.0
2019.0,11.0,GJAKOVË,14685.63,2.0
2025.0,2.0,FERIZAJ,17386.33,1.0
2019.0,12.0,PRISHTINË,1499034.35,20.0
2019.0,2.0,ZUBIN POTOK,0.0,1.0
2021.0,11.0,PRIZREN,56280.64,3.0
2019.0,4.0,PRIZREN,10071.47,2.0
2020.0,1.0,SUHAREKË,8631.79,2.0
2022.0,2.0,VUSHTRRI,-666.86,1.0
2021.0,12.0,LIPJAN,0.0,1.0
2024.0,9.0,GRAÇANICË,338413.97,1.0
2024.0,6.0,MALISHEVË,285043.82,7.0
2023.0,10.0,FERIZAJ,374751.19,10.0
2024.0,9.0,FERIZAJ,1834.4,3.0
2021.0,9.0,PRISHTINË,98893.8,2.0
2025.0,7.0,DEÇAN,0.0,1.0
2020.0,7.0,NOVOBËRDË,0.0,1.0
2024.0,12.0,PRISHTINË,15905.5,11.0
2023.0,8.0,PRISHTINË,0.0,1.0
2024.0,6.0,KAMENICË,3865.0,1.0
2020.0,4.0,LIPJAN,0.0,7.0
2019.0,2.0,PEJË,395564.9,5.0
2020.0,7.0,FERIZAJ,4175.04,1.0
2025.0,9.0,MITROVICË,56358.1,10.0
2021.0,6.0,OBILIQ,630.0,4.0
2025.0,10.0,PODUJEVË,128942.08,7.0
2021.0,1.0,VITI,0.0,2.0
2020.0,4.0,GRAÇANICË,0.0,1.0
2019.0,3.0,PRIZREN,44881.79,17.0
2022.0,11.0,FERIZAJ,139123.47,9.0
2023.0,4.0,SUHAREKË,249077.36,9.0
2025.0,11.0,KAÇANIK,144815.97,2.0
2021.0,2.0,PEJË,0.0,1.0
2021.0,8.0,SHTËRPCË,808.49,1.0
2024.0,2.0,PRIZREN,2488.47,1.0
2025.0,11.0,PEJË,99465.85,9.0
2022.0,12.0,ISTOG,15161.51,5.0
2019.0,3.0,KLINË,2000.0,6.0
2024.0,11.0,PODUJEVË,18900.0,5.0
2025.0,11.0,DEÇAN,974754.51,3.0
2020.0,1.0,LIPJAN,0.0,1.0
2025.0,6.0,PODUJEVË,1869.5,2.0
2025.0,6.0,PRIZREN,319454.78,3.0
2025.0,3.0,KLINË,0.0,2.0
2021.0,11.0,LEPOSAVIQ,0.0,1.0
2024.0,4.0,GJAKOVË,7321.87,2.0
2024.0,9.0,PEJË,156464.97,38.0
2025.0,11.0,PRISHTINË,0.0,1.0
2025.0,4.0,PEJË,9244.36,4.0
2023.0,8.0,GJILAN,3499.15,1.0
2022.0,4.0,GJAKOVË,42400.8,8.0
2019.0,11.0,PEJË,78767.91,10.0
2022.0,11.0,HANI I ELEZIT,4407.79,1.0
2025.0,12.0,NOVOBËRDË,3215.0,3.0
2019.0,11.0,MITROVICË,11976.1,1.0
2023.0,9.0,SUHAREKË,1246397.99,19.0
2023.0,1.0,VUSHTRRI,29091.1,3.0
2024.0,11.0,SKENDERAJ,88.14,1.0
2024.0,1.0,GJILAN,101895.36,1.0
2024.0,3.0,PRISHTINË,22681.0,12.0
2024.0,4.0,GRAÇANICË,8150037.49,3.0
2025.0,12.0,SUHAREKË,1222456.26,86.0
2019.0,11.0,RAHOVEC,5211.53,1.0
2024.0,9.0,SUHAREKË,0.0,2.0
2024.0,10.0,PRISHTINË,50001.37,1.0
2021.0,11.0,FUSHË KOSOVË,2413016.13,3.0
2019.0,8.0,PRIZREN,15911.1,1.0
2020.0,4.0,GLLOGOC,172759.01,2.0
2024.0,9.0,VITI,8744.9,1.0
2023.0,12.0,GJAKOVË,19847.89,1.0
2019.0,7.0,FERIZAJ,68485.13,3.0
2021.0,5.0,FERIZAJ,83888.12,10.0
2021.0,5.0,PRISHTINË,4000.0,3.0
2022.0,7.0,PRISHTINË,108694.77,4.0
2022.0,5.0,KAÇANIK,1500.0,1.0
2025.0,3.0,RAHOVEC,11168.82,4.0
2024.0,4.0,FERIZAJ,92118.64,3.0
2022.0,11.0,PRISHTINË,4429.83,1.0
2019.0,8.0,FERIZAJ,318325.91,6.0
2019.0,4.0,FERIZAJ,214257.05,10.0
2019.0,11.0,PRIZREN,16319.5,2.0
2021.0,4.0,RAHOVEC,2634.99,3.0
2025.0,12.0,SHTIME,9990.0,1.0
2020.0,2.0,MITROVICË VERIORE,0.0,3.0
2025.0,8.0,MALISHEVË,3017.37,1.0
2022.0,10.0,GJILAN,0.0,2.0
2025.0,5.0,DEÇAN,3235.59,1.0
2020.0,4.0,ZVEÇAN,336.0,1.0
2019.0,1.0,GRAÇANICË,27368.43,2.0
2019.0,11.0,PRIZREN,4767.02,1.0
2019.0,3.0,SUHAREKË,59705.85,26.0
2021.0,7.0,MALISHEVË,8474.58,1.0
2022.0,9.0,PRISHTINË,25698.09,1.0
2020.0,5.0,PRIZREN,1930.51,7.0
2020.0,9.0,MITROVICË,0.0,1.0
2024.0,3.0,PEJË,59203.01,5.0
2025.0,2.0,PRISHTINË,160726.72,16.0
2024.0,2.0,PRISHTINË,2898658.43,33.0
2022.0,4.0,PODUJEVË,841.36,1.0
2022.0,7.0,GJAKOVË,1169.49,2.0
2025.0,9.0,GJILAN,3518.0,3.0
2024.0,12.0,PRISHTINË,28560.0,5.0
2025.0,9.0,PRISHTINË,1466951.93,1.0
2020.0,6.0,PEJË,7292.0,9.0
2022.0,6.0,PEJË,799.0,1.0
2020.0,8.0,GLLOGOC,0.0,2.0
2024.0,9.0,FERIZAJ,4300.0,1.0
2021.0,4.0,GJILAN,8888.08,3.0
2019.0,11.0,MALISHEVË,19790.02,1.0
2024.0,6.0,RAHOVEC,95549.15,6.0
2021.0,9.0,VITI,1827.0,1.0
2024.0,7.0,PRISHTINË,198993.25,29.0
2024.0,9.0,KAMENICË,950.0,2.0
2023.0,6.0,LEPOSAVIQ,0.0,2.0
2022.0,9.0,GJILAN,240821.92,2.0
2025.0,12.0,GJILAN,27965.99,7.0
2025.0,8.0,DEÇAN,16664.88,1.0
2022.0,2.0,GRAÇANICË,6668758.95,2.0
2022.0,8.0,VUSHTRRI,20294.95,3.0
2024.0,6.0,MITROVICË,58096.99,3.0
2024.0,5.0,PRIZREN,12547.26,3.0
2021.0,10.0,FUSHË KOSOVË,5544.45,1.0
2023.0,9.0,PEJË,44792.0,1.0
2023.0,2.0,PEJË,10260.84,2.0
2025.0,4.0,GJAKOVË,194544.93,9.0
2019.0,10.0,LIPJAN,0.0,2.0
2019.0,10.0,VUSHTRRI,0.0,1.0
2025.0,11.0,ZVEÇAN,266945.03,2.0
2024.0,8.0,KAMENICË,3596.95,2.0
2020.0,12.0,GLLOGOC,12665.05,8.0
2021.0,4.0,GJAKOVË,0.0,3.0
2024.0,5.0,OBILIQ,18494.26,2.0
2024.0,7.0,PRISHTINË,10564.14,3.0
2025.0,7.0,PEJË,0.0,2.0
2022.0,10.0,PEJË,146942.98,1.0
2021.0,8.0,SUHAREKË,0.0,1.0
2020.0,1.0,SUHAREKË,10397.72,1.0
2022.0,6.0,MALISHEVË,852.6,4.0
2019.0,10.0,PODUJEVË,55106.68,1.0
2023.0,4.0,MALISHEVË,2075.49,4.0
2024.0,9.0,PRISHTINË,0.0,1.0
2020.0,2.0,ISTOG,15041.96,2.0
2024.0,2.0,SUHAREKË,816.46,1.0
2020.0,7.0,MITROVICË VERIORE,1092.04,1.0
2020.0,8.0,DRAGASH,2120.3,2.0
2025.0,5.0,VUSHTRRI,0.0,1.0
2021.0,3.0,FUSHË KOSOVË,6933.14,3.0
2019.0,9.0,VITI,1085.5,1.0
2020.0,2.0,LIPJAN,4919.07,3.0
2023.0,10.0,RAHOVEC,22984.61,1.0
2020.0,5.0,NOVOBËRDË,5434.65,1.0
2025.0,8.0,FUSHË KOSOVË,0.0,1.0
2021.0,2.0,LIPJAN,178089.9,19.0
2023.0,12.0,GJILAN,0.0,2.0
2020.0,3.0,OBILIQ,0.0,1.0
2022.0,9.0,SKENDERAJ,1000.0,1.0
2019.0,1.0,PRISHTINË,0.0,2.0
2019.0,8.0,PEJË,384859.57,4.0
2023.0,1.0,PRISHTINË,589.42,1.0
2024.0,7.0,FERIZAJ,396502.12,1.0
2025.0,4.0,SHTIME,8127.12,1.0
2021.0,6.0,GRAÇANICË,1250.0,1.0
2022.0,10.0,SKENDERAJ,0.0,1.0
2025.0,12.0,KAÇANIK,29433.0,1.0
2020.0,10.0,SHTIME,52504.82,2.0
2022.0,9.0,KAÇANIK,42339.68,7.0
2023.0,1.0,GRAÇANICË,182784.86,1.0
2024.0,8.0,ISTOG,0.0,4.0
2022.0,8.0,SUHAREKË,0.0,1.0
2022.0,8.0,PRIZREN,11860.0,5.0
2025.0,10.0,LIPJAN,131322.97,1.0
2025.0,6.0,KLINË,4417.8,1.0
2023.0,8.0,PRIZREN,9339.17,1.0
2022.0,9.0,VITI,337636.82,72.0
2024.0,11.0,PRISHTINË,137747.08,1.0
2022.0,3.0,SKENDERAJ,0.0,1.0
2022.0,11.0,MITROVICË,0.0,1.0
2022.0,4.0,DEÇAN,4660.91,1.0
2021.0,12.0,GJILAN,18374.88,17.0
2025.0,2.0,PRIZREN,629840.0,1.0
2022.0,1.0,FUSHË KOSOVË,762300.02,4.0
2023.0,4.0,RAHOVEC,0.0,2.0
2025.0,6.0,MAMUSHË,30695.28,2.0
2021.0,9.0,GJAKOVË,6015.3,3.0
2019.0,7.0,PRISHTINË,338178.83,16.0
2024.0,12.0,SKENDERAJ,42108.0,1.0
2022.0,3.0,PARTESH,45259.4,1.0
2023.0,4.0,GJAKOVË,0.0,1.0
2023.0,12.0,PRISHTINË,99316.0,5.0
2024.0,2.0,MALISHEVË,36351.69,1.0
2025.0,1.0,LIPJAN,0.0,1.0
2020.0,2.0,GRAÇANICË,171323.82,1.0
2021.0,3.0,VUSHTRRI,0.0,1.0
2023.0,8.0,PRISHTINË,0.0,1.0
2024.0,1.0,ZUBIN POTOK,0.0,2.0
2021.0,3.0,VITI,4205.5,6.0
2023.0,6.0,ZUBIN POTOK,0.0,1.0
2025.0,5.0,VUSHTRRI,59993.21,6.0
2024.0,12.0,GJILAN,847.45,2.0
2022.0,9.0,KLINË,33097.39,5.0
2022.0,7.0,PEJË,5390.19,2.0
2024.0,7.0,RAHOVEC,3102.31,3.0
