year,month,primary_sector,municipality,registration_status,num_taxpayers,turnover_eur,invalid_reason,year_was_imputed,month_was_imputed,num_taxpayers_was_imputed,turnover_eur_was_imputed,primary_sector_was_imputed,municipality_was_imputed,registration_status_was_imputed,year_month,turnover_eur_log1p
2019.0,10.0,Ndertimtaria,LIPJAN,INDIVIDUAL,2.0,0.0,,False,False,False,False,False,False,False,2019-10,0.0
2020.0,2.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,FERIZAJ,SH.P.K.,1.0,1520.71,,False,False,False,False,False,False,False,2020-02,7.327589981502031
2020.0,7.0,Industria perpunuese,PODUJEVË,SH.P.K.,2.0,20341.84,,False,False,False,False,False,False,False,2020-07,9.920484286207715
2019.0,3.0,Aktivitetet e patundshmerise,SUHAREKË,INDIVIDUAL,1.0,0.0,,False,False,False,False,False,False,False,2019-03,0.0
2025.0,5.0,Aktivitetet e tjera sherbyese,GRAÇANICË,SH.P.K.,1.0,2271.33,,False,False,False,False,False,False,False,2025-05,7.728561015772667
2020.0,4.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,KLINË,SH.P.K.,1.0,15095.18,,False,False,False,False,False,False,False,2020-04,9.622197010665694
2024.0,4.0,Industria perpunuese,PEJË,INDIVIDUAL,2.0,38980.0,,False,False,False,False,False,False,False,2024-04,10.57082962691412
2020.0,1.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,FUSHË KOSOVË,INDIVIDUAL,2.0,338640.94,,False,False,False,False,False,False,False,2020-01,12.73269860397594
2024.0,10.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,MALISHEVË,INDIVIDUAL,1.0,45354.91,,False,False,False,False,False,False,False,2024-10,10.722295766787797
2021.0,12.0,Aktivitetet financiare dhe te sigurimit,PRISHTINË,KOMPANI E HUAJ,1.0,431340.22,,False,False,False,False,False,False,False,2021-12,12.974654749597205
2025.0,7.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,KAÇANIK,INDIVIDUAL,1.0,7662.6,,False,False,False,False,False,False,False,2025-07,8.944237126221838
2025.0,12.0,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,PRISHTINË,PROJEKT,1.0,0.0,,False,False,False,False,False,False,False,2025-12,0.0
2019.0,12.0,"Furnizimi me rryme, gaz, avull dhe ajer te kondicionuar",PRISHTINË,SHOQËRI AKCIONARE,3.0,16041553.74,,False,False,False,False,False,False,False,2019-12,16.590693084633017
2020.0,12.0,Transporti dhe magazinimi,FERIZAJ,INDIVIDUAL,38.0,4309520.36,,False,False,False,False,False,False,False,2020-12,15.27633740254878
2022.0,10.0,Arsimi,VUSHTRRI,INDIVIDUAL,1.0,4720.0,,False,False,False,False,False,False,False,2022-10,8.459775920546287
2020.0,10.0,Sherbimet administrative dhe mbeshtetese,PEJË,SH.P.K.,1.0,334.75,,False,False,False,False,False,False,False,2020-10,5.816366835403347
2019.0,3.0,Ndertimtaria,KLINË,INDIVIDUAL,5.0,3441.45,,False,False,False,False,False,False,False,2019-03,8.14393870616908
2023.0,12.0,Informimi dhe komunikimi,LEPOSAVIQ,SH.P.K.,1.0,0.0,,False,False,False,False,False,False,False,2023-12,0.0
2023.0,11.0,Aktivitetet e shendetit te njeriut dhe te punes sociale,FERIZAJ,SH.P.K.,10.0,60477.26,,False,False,False,False,False,False,False,2023-11,11.010039240598283
2022.0,2.0,Industria perpunuese,PRISHTINË,SH.P.K.,24.0,370528.99,,False,False,False,False,False,False,False,2022-02,12.8226896651118
2020.0,11.0,Ndertimtaria,DEÇAN,SH.P.K.,1.0,0.0,,False,False,False,False,False,False,False,2020-11,0.0
2022.0,7.0,Ndertimtaria,SUHAREKË,INDIVIDUAL,9.0,49482.79,,False,False,False,False,False,False,False,2022-07,10.809400420177743
2020.0,6.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,PRIZREN,INDIVIDUAL,1.0,0.0,,False,False,False,False,False,False,False,2020-06,0.0
2019.0,7.0,Ndertimtaria,PRIZREN,SH.P.K.,8.0,27996.2,,False,False,False,False,False,False,False,2019-07,10.239859784157009
2019.0,2.0,Bujqesia;Pylltaria dhe Peshkimi,OBILIQ,SH.P.K.,1.0,9153.21,,False,False,False,False,False,False,False,2019-02,9.121969161741362
2019.0,9.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,GJAKOVË,INDIVIDUAL,3.0,5740.5,,False,False,False,False,False,False,False,2019-09,8.655475779216244
2021.0,2.0,Bujqesia;Pylltaria dhe Peshkimi,FUSHË KOSOVË,SH.P.K.,2.0,8268.5,,False,False,False,False,False,False,False,2021-02,9.020329326697848
2025.0,1.0,Ndertimtaria,FUSHË KOSOVË,SH.P.K.,2.0,15255.66,,False,False,False,False,False,False,False,2025-01,9.632771408012037
2021.0,4.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,FERIZAJ,SH.P.K.,42.0,783922.09,,False,False,False,False,False,False,False,2021-04,13.57206619503068
2022.0,9.0,Ndertimtaria,MITROVICË VERIORE,SH.P.K.,5.0,71075.4,,False,False,False,False,False,False,False,2022-09,11.171510633827843
2022.0,7.0,Industria perpunuese,PEJË,SH.P.K.,2.0,0.0,,False,False,False,False,False,False,False,2022-07,0.0
2023.0,12.0,Aktivitetet e tjera sherbyese,PRIZREN,INDIVIDUAL,5.0,6216.0,,False,False,False,False,False,False,False,2023-12,8.735042754269337
2024.0,6.0,Bujqesia;Pylltaria dhe Peshkimi,PODUJEVË,KOOPERATIVA BUJQ.,1.0,0.0,,False,False,False,False,False,False,False,2024-06,0.0
2022.0,11.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,PRISHTINË,SH.P.K.,9.0,105628.68,,False,False,False,False,False,False,False,2022-11,11.567694671370226
2022.0,4.0,Industria perpunuese,SUHAREKË,SH.P.K.,8.0,134997.35,,False,False,False,False,False,False,False,2022-04,11.813017835123652
2021.0,8.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,PRISHTINË,NDËRMARRJE SHOQ.,1.0,3082.7,,False,False,False,False,False,False,False,2021-08,8.033885453686986
2023.0,6.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,KLINË,SH.P.K.,2.0,3903.09,,False,False,False,False,False,False,False,2023-06,8.269780000545948
2019.0,4.0,Ndertimtaria,SKENDERAJ,INDIVIDUAL,3.0,7950.0,,False,False,False,False,False,False,False,2019-04,8.981052985901483
2024.0,3.0,"Aktivitetet profesionale, shkencore dhe teknike",KAMENICË,INDIVIDUAL,7.0,26766.93,,False,False,False,False,False,False,False,2024-03,10.194959808160425
2023.0,9.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,GLLOGOC,SH.P.K.,2.0,25833.0,,False,False,False,False,False,False,False,2023-09,10.15944673279196
2025.0,11.0,Sherbimet administrative dhe mbeshtetese,PRISHTINË,SH.P.K.,2.0,23305.08,,False,False,False,False,False,False,False,2025-11,10.056469549719782
2023.0,7.0,Transporti dhe magazinimi,LIPJAN,SH.P.K.,1.0,6373.62,,False,False,False,False,False,False,False,2023-07,8.760079760406871
2022.0,9.0,Akomodimi dhe sherbimi ushqimor,LIPJAN,INDIVIDUAL,8.0,25812.43,,False,False,False,False,False,False,False,2022-09,10.158650178110047
2024.0,4.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,PRIZREN,SH.P.K.,2.0,23748.27,,False,False,False,False,False,False,False,2024-04,10.075307072148297
2025.0,6.0,Industria perpunuese,FERIZAJ,SH.P.K.,2.0,3721.96,,False,False,False,False,False,False,False,2025-06,8.222274329791363
2020.0,10.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,DEÇAN,SH.P.K.,1.0,48.81,,False,False,False,False,False,False,False,2020-10,3.908215767085192
2023.0,1.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,GJILAN,SH.P.K.,1.0,94405.44,,False,False,False,False,False,False,False,2023-01,11.455364570145674
2020.0,11.0,Aktivitetet e tjera sherbyese,GJAKOVË,ORTAKËRIA E PËRGJ.,1.0,11580.93,,False,False,False,False,False,False,False,2020-11,9.357201403906307
2019.0,9.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,FERIZAJ,INDIVIDUAL,20.0,42349.58,,False,False,False,False,False,False,False,2019-09,10.653737395381931
2024.0,1.0,Industria perpunuese,PRIZREN,SH.P.K.,2.0,7648.9,,False,False,False,False,False,False,False,2024-01,8.942447854839719
2022.0,3.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,MALISHEVË,INDIVIDUAL,1.0,1893.5,,False,False,False,False,False,False,False,2022-03,7.546710230458656
2025.0,11.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,GJILAN,INDIVIDUAL,1.0,6596.39,,False,False,False,False,False,False,False,2025-11,8.794429395256293
2024.0,9.0,Ndertimtaria,PRISHTINË,KOMPANI E HUAJ,1.0,2180.0,,False,False,False,False,False,False,False,2024-09,7.687538766201629
2025.0,7.0,Akomodimi dhe sherbimi ushqimor,SKENDERAJ,SH.P.K.,5.0,27528.39,,False,False,False,False,False,False,False,2025-07,10.223009440244963
2022.0,2.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SUHAREKË,SH.P.K.,4.0,51335.28,,False,False,False,False,False,False,False,2022-02,10.846152993677594
2022.0,3.0,Sherbimet administrative dhe mbeshtetese,FERIZAJ,INDIVIDUAL,3.0,250.0,,False,False,False,False,False,False,False,2022-03,5.5254529391317835
2022.0,5.0,Sherbimet administrative dhe mbeshtetese,VUSHTRRI,SHOQËRI AKCIONARE,1.0,70057.26,,False,False,False,False,False,False,False,2022-05,11.15708246058808
2024.0,12.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,PODUJEVË,INDIVIDUAL,18.0,89284.74,,False,False,False,False,False,False,False,2024-12,11.399597067663183
2025.0,6.0,Industria perpunuese,PEJË,INDIVIDUAL,1.0,5700.85,,False,False,False,False,False,False,False,2025-06,8.648545962567491
2024.0,10.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,PEJË,SH.P.K.,2.0,26650.08,,False,False,False,False,False,False,False,2024-10,10.190584954101192
2020.0,8.0,Industria perpunuese,GJILAN,SH.P.K.,1.0,5318.0,,False,False,False,False,False,False,False,2020-08,8.579040594742317
2024.0,3.0,Industria perpunuese,VUSHTRRI,SH.P.K.,12.0,163573.33,,False,False,False,False,False,False,False,2024-03,12.005022783749114
2019.0,12.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,RAHOVEC,INDIVIDUAL,3.0,1471.7,,False,False,False,False,False,False,False,2019-12,7.294852729732116
2021.0,12.0,Aktivitetet e tjera sherbyese,PRISHTINË,OJQ,3.0,821592.81,,False,False,False,False,False,False,False,2021-12,13.61900140348826
2021.0,12.0,Industria perpunuese,PRIZREN,SH.P.K.,1.0,43327.63,,False,False,False,False,False,False,False,2021-12,10.676568896417349
2024.0,11.0,Aktivitetet e patundshmerise,GJAKOVË,SH.P.K.,2.0,3453.09,,False,False,False,False,False,False,False,2024-11,8.147314315112954
2025.0,9.0,Transporti dhe magazinimi,SUHAREKË,INDIVIDUAL,16.0,208103.78,,False,False,False,False,False,False,False,2025-09,12.24579698184402
2024.0,8.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,DEÇAN,INDIVIDUAL,2.0,10169.17,,False,False,False,False,False,False,False,2024-08,9.227214204733771
2019.0,9.0,"Artet, Argetimi dhe rekreacioni",MALISHEVË,INDIVIDUAL,8.0,9126.1,,False,False,False,False,False,False,False,2019-09,9.11900328895954
2020.0,8.0,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,GRAÇANICË,SH.P.K.,1.0,3000.0,,False,False,False,False,False,False,False,2020-08,8.006700845440367
2025.0,11.0,Informimi dhe komunikimi,PEJË,SH.P.K.,3.0,36131.91,,False,False,False,False,False,False,False,2025-11,10.494959363383783
2022.0,9.0,Transporti dhe magazinimi,ZUBIN POTOK,INDIVIDUAL,1.0,5000.0,,False,False,False,False,False,False,False,2022-09,8.517393171418904
2023.0,2.0,Arsimi,PEJË,SH.P.K.,1.0,64689.95,,False,False,False,False,False,False,False,2023-02,11.077376594352987
2020.0,5.0,Ndertimtaria,VUSHTRRI,INDIVIDUAL,12.0,184501.76,,False,False,False,False,False,False,False,2020-05,12.125419701700425
2022.0,1.0,Akomodimi dhe sherbimi ushqimor,MITROVICË,INDIVIDUAL,15.0,223023.12,,False,False,False,False,False,False,False,2022-01,12.315035206028208
2021.0,4.0,"Aktivitetet profesionale, shkencore dhe teknike",VUSHTRRI,SH.P.K.,1.0,10768.56,,False,False,False,False,False,False,False,2021-04,9.28447891509118
2020.0,11.0,"Aktivitetet profesionale, shkencore dhe teknike",PRISHTINË,ORTAKËRIA E PËRGJ.,2.0,0.0,,False,False,False,False,False,False,False,2020-11,0.0
2023.0,5.0,"Aktivitetet profesionale, shkencore dhe teknike",GJAKOVË,INDIVIDUAL,1.0,0.0,,False,False,False,False,False,False,False,2023-05,0.0
2021.0,12.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,HANI I ELEZIT,SH.P.K.,1.0,320763.02,,False,False,False,False,False,False,False,2021-12,12.678460991577186
2023.0,4.0,Arsimi,GJAKOVË,INDIVIDUAL,6.0,40172.88,,False,False,False,False,False,False,False,2023-04,10.600972312183512
2022.0,12.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,LIPJAN,SH.P.K.,14.0,119220.42,,False,False,False,False,False,False,False,2022-12,11.688737715456217
2019.0,2.0,Transporti dhe magazinimi,FUSHË KOSOVË,SH.P.K.,11.0,226196.5,,False,False,False,False,False,False,False,2019-02,12.329163790436857
2022.0,8.0,Informimi dhe komunikimi,PRISHTINË,SH.P.K.,4.0,0.0,,False,False,False,False,False,False,False,2022-08,0.0
2022.0,7.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,PRISHTINË,INDIVIDUAL,19.0,419735.2,,False,False,False,False,False,False,False,2022-07,12.947381697687009
2020.0,6.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,GLLOGOC,INDIVIDUAL,9.0,823179.02,,False,False,False,False,False,False,False,2020-06,13.620930192070402
2025.0,1.0,Aktivitetet e shendetit te njeriut dhe te punes sociale,PODUJEVË,SH.P.K.,1.0,0.0,,False,False,False,False,False,False,False,2025-01,0.0
2022.0,4.0,"Aktivitetet profesionale, shkencore dhe teknike",LIPJAN,SH.P.K.,1.0,0.0,,False,False,False,False,False,False,False,2022-04,0.0
2019.0,8.0,Industria perpunuese,PEJË,INDIVIDUAL,1.0,241.52,,False,False,False,False,False,False,False,2019-08,5.49108418120353
2022.0,1.0,Bujqesia;Pylltaria dhe Peshkimi,NOVOBËRDË,INDIVIDUAL,1.0,0.0,,False,False,False,False,False,False,False,2022-01,0.0
2025.0,9.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,OBILIQ,INDIVIDUAL,1.0,400.0,,False,False,False,False,False,False,False,2025-09,5.993961427306569
2024.0,12.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,VUSHTRRI,INDIVIDUAL,7.0,49942.44,,False,False,False,False,False,False,False,2024-12,10.818646444120654
2022.0,11.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,GJAKOVË,INDIVIDUAL,4.0,52802.01,,False,False,False,False,False,False,False,2022-11,10.87432347564524
2020.0,6.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,LIPJAN,SH.P.K.,1.0,2725.0,,False,False,False,False,False,False,False,2020-06,7.910590612256477
2024.0,3.0,Sherbimet administrative dhe mbeshtetese,PRIZREN,SH.P.K.,4.0,441000.0,,False,False,False,False,False,False,False,2024-03,12.996802422000108
2021.0,8.0,Industria perpunuese,PRISHTINË,SH.P.K.,10.0,42246.63,,False,False,False,False,False,False,False,2021-08,10.651303536537398
2021.0,9.0,Industria perpunuese,MITROVICË,INDIVIDUAL,3.0,7077.97,,False,False,False,False,False,False,False,2021-09,8.864883695878502
2020.0,12.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SUHAREKË,SH.P.K.,1.0,15647.85,,False,False,False,False,False,False,False,2020-12,9.658152710840218
2025.0,4.0,Aktivitetet e tjera sherbyese,FERIZAJ,INDIVIDUAL,2.0,27412.09,,False,False,False,False,False,False,False,2025-04,10.218775915522343
2022.0,12.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,DEÇAN,INDIVIDUAL,1.0,5751.91,,False,False,False,False,False,False,False,2022-12,8.657461092729104
2022.0,6.0,Aktivitetet e shendetit te njeriut dhe te punes sociale,RAHOVEC,INDIVIDUAL,4.0,11421.85,,False,False,False,False,False,False,False,2022-06,9.343371014246172
2025.0,12.0,Ndertimtaria,PRIZREN,SH.P.K.,1.0,0.0,,False,False,False,False,False,False,False,2025-12,0.0
2019.0,4.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,PRIZREN,SH.P.K.,3.0,340.68,,False,False,False,False,False,False,False,2019-04,5.833874626533211
2019.0,4.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,KAMENICË,INDIVIDUAL,1.0,9984.19,,False,False,False,False,False,False,False,2019-04,9.20885827421169
2019.0,11.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,MITROVICË,SH.P.K.,3.0,124499.33,,False,False,False,False,False,False,False,2019-11,11.732063645485796
2021.0,4.0,Informimi dhe komunikimi,GLLOGOC,SH.P.K.,1.0,3490.72,,False,False,False,False,False,False,False,2021-04,8.158149730468583
2021.0,11.0,Ndertimtaria,SHTIME,SH.P.K.,1.0,12977.25,,False,False,False,False,False,False,False,2021-11,9.471030158364355
2020.0,12.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,ISTOG,INDIVIDUAL,1.0,2102.1,,False,False,False,False,False,False,False,2020-12,7.651167725689633
2022.0,3.0,Person Fizik,FUSHË KOSOVË,PERSON FIZIK,60.0,811913.22,,False,False,False,False,False,False,False,2022-03,13.607149973169388
2023.0,3.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,OBILIQ,INDIVIDUAL,1.0,1391.0,,False,False,False,False,False,False,False,2023-03,7.238496840894365
2025.0,10.0,Industria perpunuese,ISTOG,INDIVIDUAL,1.0,25884.21,,False,False,False,False,False,False,False,2025-10,10.161427042109738
2024.0,10.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,FERIZAJ,SH.P.K.,16.0,189954.52,,False,False,False,False,False,False,False,2024-10,12.15454521847255
2020.0,6.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,OBILIQ,INDIVIDUAL,1.0,700.0,,False,False,False,False,False,False,False,2020-06,6.55250788703459
2019.0,8.0,Aktivitetet e shendetit te njeriut dhe te punes sociale,GJAKOVË,OJQ,1.0,883.94,,False,False,False,False,False,False,False,2019-08,6.785519846099466
2021.0,7.0,Industria perpunuese,MITROVICË VERIORE,INDIVIDUAL,2.0,357.28,,False,False,False,False,False,False,False,2021-07,5.881314803606995
2022.0,5.0,Bujqesia;Pylltaria dhe Peshkimi,KLINË,INDIVIDUAL,2.0,49687.64,,False,False,False,False,False,False,False,2022-05,10.81353161452972
2022.0,12.0,"Aktivitetet profesionale, shkencore dhe teknike",GJAKOVË,INDIVIDUAL,6.0,8640.0,,False,False,False,False,False,False,False,2022-12,9.0642735958414
2019.0,5.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SUHAREKË,INDIVIDUAL,4.0,23668.63,,False,False,False,False,False,False,False,2019-05,10.071948070784671
2025.0,1.0,Transporti dhe magazinimi,MITROVICË,INDIVIDUAL,3.0,45616.99,,False,False,False,False,False,False,False,2025-01,10.728057435244754
2020.0,2.0,Bujqesia;Pylltaria dhe Peshkimi,PODUJEVË,SH.P.K.,2.0,0.0,,False,False,False,False,False,False,False,2020-02,0.0
2022.0,2.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,PRISHTINË,INDIVIDUAL,46.0,530854.59,,False,False,False,False,False,False,False,2022-02,13.1822453046679
2022.0,6.0,"Artet, Argetimi dhe rekreacioni",ISTOG,INDIVIDUAL,6.0,3282.0,,False,False,False,False,False,False,False,2022-06,8.096512917501594
2021.0,6.0,"Artet, Argetimi dhe rekreacioni",GLLOGOC,SH.P.K.,1.0,0.0,,False,False,False,False,False,False,False,2021-06,0.0
2023.0,5.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,KAÇANIK,SH.P.K.,1.0,6900.0,,False,False,False,False,False,False,False,2023-05,8.839421607620602
2021.0,1.0,"Aktivitetet profesionale, shkencore dhe teknike",GJAKOVË,SH.P.K.,1.0,3055.93,,False,False,False,False,False,False,False,2021-01,8.025166423362391
2022.0,4.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,VUSHTRRI,SH.P.K.,3.0,2606012.24,,False,False,False,False,False,False,False,2022-04,14.77333211723729
2024.0,3.0,Bujqesia;Pylltaria dhe Peshkimi,GJILAN,SH.P.K.,3.0,0.0,,False,False,False,False,False,False,False,2024-03,0.0
2025.0,1.0,Informimi dhe komunikimi,PRISHTINË,INDIVIDUAL,6.0,35877.09,,False,False,False,False,False,False,False,2025-01,10.48788208175692
2021.0,9.0,Aktivitetet e shendetit te njeriut dhe te punes sociale,LIPJAN,INDIVIDUAL,13.0,68029.89,,False,False,False,False,False,False,False,2021-09,11.12771714571715
2022.0,12.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,FERIZAJ,ORTAKËRIA E PËRGJ.,2.0,1581365.62,,False,False,False,False,False,False,False,2022-12,14.273799980517095
2019.0,8.0,Mungon aktiviteti,PRIZREN,ORGANIZATA BUXHETORE,1.0,0.0,,False,False,False,False,False,False,False,2019-08,0.0
2024.0,6.0,Bujqesia;Pylltaria dhe Peshkimi,GLLOGOC,INDIVIDUAL,2.0,0.0,,False,False,False,False,False,False,False,2024-06,0.0
2019.0,3.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,GJILAN,INDIVIDUAL,48.0,45844.61,,False,False,False,False,False,False,False,2019-03,10.733034726099485
2020.0,6.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SHTIME,INDIVIDUAL,49.0,99373.84,,False,False,False,False,False,False,False,2020-06,11.506654241892443
2021.0,5.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,GRAÇANICË,SH.P.K.,5.0,750077.22,,False,False,False,False,False,False,False,2021-05,13.527932773407654
2020.0,8.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,VITI,INDIVIDUAL,3.0,4245.76,,False,False,False,False,False,False,False,2020-08,8.35391161823851
2025.0,3.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,KLINË,SH.P.K.,1.0,60656.1,,False,False,False,False,False,False,False,2025-03,11.012991972648392
2023.0,1.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,PRIZREN,INDIVIDUAL,2.0,224254.58,,False,False,False,False,False,False,False,2023-01,12.32054166255461
2019.0,10.0,Aktivitetet e patundshmerise,SHTIME,INDIVIDUAL,1.0,0.0,,False,False,False,False,False,False,False,2019-10,0.0
2020.0,8.0,"Furnizimi me rryme, gaz, avull dhe ajer te kondicionuar",GJAKOVË,SHOQËRI AKCIONARE,1.0,673.28,,False,False,False,False,False,False,False,2020-08,6.5136454549121074
2021.0,6.0,"Artet, Argetimi dhe rekreacioni",FERIZAJ,INDIVIDUAL,3.0,1000.8,,False,False,False,False,False,False,False,2021-06,6.909553660923517
2022.0,7.0,Industria perpunuese,PODUJEVË,INDIVIDUAL,3.0,6202.55,,False,False,False,False,False,False,False,2022-07,8.732876987816592
2019.0,3.0,Industria perpunuese,KLINË,SH.P.K.,1.0,1593.94,,False,False,False,False,False,False,False,2019-03,7.374591396956528
2025.0,12.0,Ndertimtaria,GJAKOVË,INDIVIDUAL,1.0,6560.0,,False,False,False,False,False,False,False,2025-12,8.788898309344878
2019.0,8.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,ISTOG,INDIVIDUAL,1.0,25434.85,,False,False,False,False,False,False,False,2019-08,10.14391487521627
2023.0,11.0,Arsimi,VITI,INDIVIDUAL,1.0,8400.0,,False,False,False,False,False,False,False,2023-11,9.036106025364846
2019.0,2.0,Industria perpunuese,PRIZREN,SH.P.K.,6.0,2955888.98,,False,False,False,False,False,False,False,2019-02,14.89931034114242
2020.0,7.0,Industria perpunuese,KLINË,SH.P.K.,1.0,11865.0,,False,False,False,False,False,False,False,2020-07,9.381432446818588
2024.0,3.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,GLLOGOC,SH.P.K.,2.0,4628.3,,False,False,False,False,False,False,False,2024-03,8.44016094774527
2025.0,10.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,FERIZAJ,INDIVIDUAL,10.0,215512.09,,False,False,False,False,False,False,False,2025-10,12.280776929140588
2022.0,6.0,Industria perpunuese,FERIZAJ,INDIVIDUAL,52.0,299266.85,,False,False,False,False,False,False,False,2022-06,12.60909427076409
2020.0,7.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,MITROVICË,INDIVIDUAL,4.0,14698.17,,False,False,False,False,False,False,False,2020-07,9.59554630858772
2023.0,6.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,MALISHEVË,SH.P.K.,3.0,16062.51,,False,False,False,False,False,False,False,2023-06,9.68430551903818
2019.0,2.0,Arsimi,GJILAN,SH.P.K.,3.0,11805.05,,False,False,False,False,False,False,False,2019-02,9.376367390926344
2020.0,3.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,GRAÇANICË,SH.P.K.,9.0,431819.01,,False,False,False,False,False,False,False,2020-03,12.975764136887705
2024.0,7.0,"Artet, Argetimi dhe rekreacioni",FERIZAJ,INDIVIDUAL,2.0,391914.13,,False,False,False,False,False,False,False,2024-07,12.878800590229943
2020.0,5.0,Industria perpunuese,PRISHTINË,INDIVIDUAL,2.0,311.47,,False,False,False,False,False,False,False,2020-05,5.744508464568161
2023.0,8.0,Industria perpunuese,RAHOVEC,SH.P.K.,1.0,5503.79,,False,False,False,False,False,False,False,2023-08,8.613373901290196
2019.0,3.0,Ndertimtaria,SUHAREKË,INDIVIDUAL,3.0,5010.74,,False,False,False,False,False,False,False,2019-03,8.519538439171576
2022.0,12.0,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,RAHOVEC,INDIVIDUAL,3.0,5444.0,,False,False,False,False,False,False,False,2022-12,8.602453035367061
