year,month,registration_status,turnover_eur,num_taxpayers
2020.0,12.0,OJQ,40580.99,22.0
2020.0,2.0,INDIVIDUAL,5241.54,1.0
2021.0,8.0,INDIVIDUAL,0.0,1.0
2022.0,5.0,SH.P.K.,1037.61,1.0
2019.0,1.0,INDIVIDUAL,10765.08,3.0
2020.0,9.0,SH.P.K.,611631.57,15.0
2022.0,10.0,SH.P.K.,0.0,1.0
2021.0,4.0,SH.P.K.,2664.19,1.0
2025.0,12.0,INDIVIDUAL,0.0,1.0
2025.0,1.0,INDIVIDUAL,12382.4,3.0
2025.0,2.0,INDIVIDUAL,0.0,1.0
2019.0,7.0,SH.P.K.,8381.36,1.0
2022.0,1.0,INDIVIDUAL,508.47,1.0
2022.0,6.0,INDIVIDUAL,4175.0,3.0
2019.0,5.0,SHOQËRI AKCIONARE,0.0,1.0
2020.0,7.0,INDIVIDUAL,4633.79,3.0
2025.0,2.0,INDIVIDUAL,25424.53,5.0
2020.0,4.0,SH.P.K.,11960.45,1.0
2020.0,3.0,INDIVIDUAL,1721.0,1.0
2019.0,10.0,INDIVIDUAL,47798.0,7.0
2025.0,7.0,INDIVIDUAL,263577.36,21.0
2021.0,1.0,SHOQËRI AKCIONARE,295457.41,3.0
2019.0,8.0,INDIVIDUAL,2113.81,1.0
2023.0,8.0,INDIVIDUAL,83419.83,2.0
2020.0,5.0,SH.P.K.,3692.14,2.0
2025.0,9.0,SH.P.K.,0.0,2.0
2019.0,1.0,SH.P.K.,0.0,1.0
2021.0,7.0,INDIVIDUAL,15983.05,2.0
2024.0,1.0,SH.P.K.,5738.85,2.0
2021.0,3.0,INDIVIDUAL,1646.0,3.0
2024.0,8.0,SH.P.K.,16128.84,7.0
2021.0,8.0,KOOPERATIVA,0.0,1.0
2025.0,9.0,SH.P.K.,0.0,2.0
2019.0,10.0,SH.P.K.,1473598.49,1.0
2021.0,11.0,INDIVIDUAL,1217.97,1.0
2025.0,6.0,SH.P.K.,20876.86,8.0
2022.0,1.0,INDIVIDUAL,46021.23,1.0
2019.0,12.0,INDIVIDUAL,243.22,1.0
2025.0,10.0,SH.P.K.,276479.88,18.0
2025.0,2.0,SH.P.K.,2821.18,1.0
2022.0,4.0,SH.P.K.,1288.07,5.0
2025.0,12.0,INDIVIDUAL,9194.92,1.0
2019.0,1.0,SH.P.K.,2283.6,1.0
2022.0,4.0,INDIVIDUAL,64396.05,2.0
2023.0,11.0,SH.P.K.,30331.14,3.0
2020.0,12.0,SH.P.K.,0.0,1.0
2020.0,10.0,INDIVIDUAL,110563.71,3.0
2023.0,1.0,OJQ,0.0,1.0
2023.0,10.0,INDIVIDUAL,1144.06,1.0
2020.0,6.0,SH.P.K.,1500.0,3.0
2024.0,2.0,SH.P.K.,75533.96,2.0
2023.0,10.0,SH.P.K.,12171.52,10.0
2025.0,12.0,SH.P.K.,33071.25,3.0
2024.0,3.0,SH.P.K.,190373.94,2.0
2021.0,12.0,SH.P.K.,24008.78,4.0
2023.0,9.0,SH.P.K.,0.0,4.0
2023.0,3.0,INDIVIDUAL,0.0,1.0
2024.0,12.0,OJQ,0.0,4.0
2025.0,8.0,SH.P.K.,0.0,1.0
2021.0,6.0,INDIVIDUAL,6260.0,1.0
2022.0,1.0,INDIVIDUAL,2939.16,2.0
2024.0,7.0,SH.P.K.,38666.87,3.0
2020.0,4.0,INDIVIDUAL,400.0,2.0
2025.0,1.0,SH.P.K.,37520.62,2.0
2020.0,3.0,INDIVIDUAL,14742.51,1.0
2019.0,6.0,SH.P.K.,4240.34,2.0
2019.0,10.0,KOMPANI E HUAJ,1761456.25,3.0
2022.0,5.0,SH.P.K.,1762.71,1.0
2023.0,1.0,SHOQËRI AKCIONARE,0.0,1.0
2022.0,5.0,INDIVIDUAL,34776.0,2.0
2019.0,9.0,SH.P.K.,2350.0,1.0
2023.0,7.0,SH.P.K.,100094.82,2.0
2021.0,4.0,SHOQËRI AKCIONARE,0.0,1.0
2024.0,8.0,SH.P.K.,54485.65,2.0
2021.0,11.0,SH.P.K.,159442.63,1.0
2024.0,1.0,SH.P.K.,772579.96,14.0
2021.0,11.0,SH.P.K.,5000.0,3.0
2023.0,2.0,SH.P.K.,27510.62,2.0
2020.0,12.0,INDIVIDUAL,10680.0,2.0
2021.0,2.0,PERSON FIZIK,0.0,1.0
2019.0,1.0,INDIVIDUAL,368191.88,22.0
2021.0,1.0,SH.P.K.,291152.92,1.0
2025.0,8.0,INDIVIDUAL,1292.97,1.0
2021.0,9.0,SH.P.K.,55138.16,2.0
2023.0,6.0,INDIVIDUAL,5868.7,4.0
2023.0,5.0,SH.P.K.,2353011.6,69.0
2019.0,12.0,INDIVIDUAL,1986.0,1.0
2021.0,7.0,INDIVIDUAL,3854.09,1.0
2019.0,9.0,SH.P.K.,29637.4,3.0
2024.0,5.0,INDIVIDUAL,3393.47,1.0
2022.0,1.0,INDIVIDUAL,154680.76,7.0
2019.0,7.0,INDIVIDUAL,16898.78,4.0
2025.0,10.0,SH.P.K.,982651.25,29.0
2020.0,1.0,SH.P.K.,2918.0,1.0
2024.0,12.0,SH.P.K.,2403329.77,33.0
2024.0,10.0,SH.P.K.,6100965.59,14.0
2020.0,5.0,INDIVIDUAL,122976.28,17.0
2019.0,5.0,SH.P.K.,0.0,1.0
2019.0,9.0,SH.P.K.,38642.38,3.0
2020.0,9.0,INDIVIDUAL,10640.0,2.0
2025.0,8.0,INDIVIDUAL,134534.64,3.0
2020.0,10.0,INDIVIDUAL,12250.0,1.0
2024.0,12.0,SH.P.K.,2178.42,1.0
2021.0,10.0,SH.P.K.,465712.71,15.0
2022.0,10.0,INDIVIDUAL,7486.44,3.0
2024.0,4.0,SH.P.K.,33176.72,5.0
2021.0,10.0,INDIVIDUAL,4227.87,1.0
2020.0,11.0,INDIVIDUAL,4576.27,2.0
2024.0,8.0,SH.P.K.,0.0,1.0
2019.0,11.0,SH.P.K.,832128.28,36.0
2019.0,2.0,ORTAKËRIA E PËRGJ.,39151.83,1.0
2021.0,12.0,INDIVIDUAL,12077.14,1.0
2020.0,1.0,ORTAKËRIA E PËRGJ.,0.0,1.0
2025.0,6.0,INDIVIDUAL,0.0,1.0
2019.0,12.0,SH.P.K.,1085000.94,26.0
2025.0,2.0,INDIVIDUAL,246569.59,15.0
2019.0,12.0,SH.P.K.,2152.74,1.0
2021.0,12.0,INDIVIDUAL,2200.0,1.0
2024.0,8.0,INDIVIDUAL,10535.22,3.0
2023.0,1.0,NDËRMARRJE PUB.,102.66,1.0
2021.0,10.0,INDIVIDUAL,71915.67,8.0
2019.0,5.0,SH.P.K.,17974.34,1.0
2024.0,9.0,SHOQËRI AKCIONARE,465722.51,1.0
2022.0,5.0,SH.P.K.,4505.44,4.0
2020.0,4.0,INDIVIDUAL,11600.12,3.0
2020.0,3.0,NDËRMARRJE NËN MENAXHIM TË AKP-SË,1159.32,1.0
2024.0,6.0,SH.P.K.,39024.77,7.0
2019.0,9.0,INDIVIDUAL,1300.0,1.0
2025.0,9.0,SH.P.K.,7080.64,3.0
2023.0,3.0,PERSON FIZIK,2202145.21,264.0
2024.0,6.0,SH.P.K.,1432133.51,5.0
2020.0,1.0,INDIVIDUAL,3425.68,2.0
2019.0,3.0,SH.P.K.,536.44,1.0
2019.0,8.0,SH.P.K.,338238.96,2.0
2023.0,11.0,INDIVIDUAL,0.0,1.0
2022.0,3.0,INDIVIDUAL,5504.15,4.0
2022.0,9.0,INDIVIDUAL,3597.75,4.0
2024.0,10.0,SH.P.K.,139529.37,11.0
2025.0,10.0,SH.P.K.,19320.89,1.0
2021.0,9.0,SH.P.K.,1530.0,1.0
2021.0,8.0,ORTAKËRIA E PËRGJ.,3100.13,1.0
2019.0,2.0,INDIVIDUAL,474.58,3.0
2022.0,10.0,INDIVIDUAL,11703.81,1.0
2022.0,11.0,SH.P.K.,0.0,1.0
2023.0,5.0,INDIVIDUAL,67226.17,6.0
2024.0,10.0,INDIVIDUAL,3934.75,2.0
2021.0,1.0,INDIVIDUAL,8968.41,1.0
2023.0,11.0,INDIVIDUAL,72451.77,6.0
2025.0,2.0,SH.P.K.,0.0,1.0
2021.0,2.0,SH.P.K.,21701.0,2.0
2021.0,7.0,SH.P.K.,0.0,1.0
2020.0,6.0,SH.P.K.,1410.0,1.0
2023.0,5.0,INDIVIDUAL,66653.19,6.0
2024.0,9.0,INDIVIDUAL,37240.4,9.0
2021.0,7.0,INDIVIDUAL,192.0,1.0
2021.0,3.0,SH.P.K.,0.0,2.0
2023.0,4.0,INDIVIDUAL,102516.31,17.0
2019.0,12.0,SH.P.K.,85655.85,7.0
2019.0,2.0,INDIVIDUAL,33292.21,13.0
2024.0,7.0,SH.P.K.,4497.88,1.0
2023.0,9.0,SH.P.K.,10807.99,1.0
2022.0,5.0,SHOQËRI AKCIONARE,20428.64,2.0
2019.0,5.0,ORTAKËRIA E PËRGJ.,0.0,1.0
2020.0,7.0,INDIVIDUAL,84556.48,2.0
2025.0,7.0,SH.P.K.,40756.95,4.0
2020.0,7.0,ORTAKËRIA E PËRGJ.,0.0,2.0
2023.0,11.0,INDIVIDUAL,105855.92,1.0
2021.0,1.0,SH.P.K.,1474633.23,74.0
2024.0,2.0,INDIVIDUAL,3394.06,1.0
2024.0,11.0,INDIVIDUAL,214775.29,33.0
2023.0,12.0,ORTAKËRIA E PËRGJ.,0.0,1.0
2023.0,2.0,INDIVIDUAL,16661.02,1.0
2023.0,10.0,SH.P.K.,4997.64,2.0
2022.0,2.0,INDIVIDUAL,2727.97,3.0
2024.0,2.0,SH.P.K.,29881.01,1.0
2024.0,3.0,INDIVIDUAL,21451.33,2.0
2021.0,7.0,INDIVIDUAL,64445.87,7.0
2021.0,3.0,INDIVIDUAL,9472.38,3.0
2022.0,11.0,INDIVIDUAL,54832.66,1.0
2024.0,4.0,SH.P.K.,14000.0,1.0
2024.0,8.0,SH.P.K.,2777.77,2.0
2021.0,2.0,INDIVIDUAL,0.0,1.0
2021.0,4.0,SH.P.K.,1810.35,1.0
2019.0,5.0,INDIVIDUAL,14601.31,3.0
2025.0,7.0,SH.P.K.,869531.49,4.0
2023.0,12.0,SH.P.K.,76295.42,12.0
2021.0,11.0,SH.P.K.,51671.63,2.0
2024.0,6.0,INDIVIDUAL,6986.75,1.0
2022.0,7.0,ORTAKËRIA E PËRGJ.,60625.03,1.0
2019.0,8.0,ORTAKËRIA E PËRGJ.,47438.08,3.0
2021.0,5.0,PERSON FIZIK,61873.24,4.0
2022.0,6.0,SH.P.K.,48191.95,2.0
2022.0,6.0,INDIVIDUAL,1289.0,1.0
2019.0,6.0,SH.P.K.,29948.0,8.0
2025.0,9.0,SH.P.K.,5000.0,2.0
2021.0,10.0,INDIVIDUAL,0.0,1.0
2024.0,1.0,SH.P.K.,13133.05,1.0
2024.0,5.0,SH.P.K.,281329.37,4.0
2024.0,10.0,SHOQËRI AKCIONARE,280315.83,1.0
2019.0,1.0,SH.P.K.,3389.83,2.0
2021.0,3.0,INDIVIDUAL,11253.12,1.0
2023.0,5.0,SH.P.K.,0.0,1.0
2022.0,2.0,SH.P.K.,13851.35,2.0
2019.0,3.0,SH.P.K.,0.0,1.0
2019.0,12.0,ORTAKËRIA E PËRGJ.,12725.85,1.0
2021.0,5.0,SHOQËRI AKCIONARE,127008.66,1.0
2022.0,4.0,SH.P.K.,0.0,2.0
2020.0,6.0,SHOQËRI AKCIONARE,5485.9,1.0
2023.0,8.0,INDIVIDUAL,5611.0,1.0
2021.0,5.0,SH.P.K.,2811689.0,4.0
2022.0,12.0,INDIVIDUAL,5998.0,4.0
2022.0,2.0,SH.P.K.,210408.45,2.0
2025.0,7.0,INDIVIDUAL,0.0,1.0
2022.0,11.0,INDIVIDUAL,9804.73,4.0
2022.0,12.0,INDIVIDUAL,18791.15,16.0
2025.0,2.0,SH.P.K.,508702.16,2.0
2025.0,11.0,KOMPANI E HUAJ,10930.95,1.0
2025.0,1.0,SH.P.K.,108331.87,2.0
2025.0,1.0,INDIVIDUAL,27573.73,1.0
2020.0,6.0,INDIVIDUAL,14427.83,2.0
2020.0,11.0,SH.P.K.,1479.08,1.0
2019.0,2.0,SH.P.K.,96927.94,6.0
2024.0,3.0,INDIVIDUAL,18577.55,11.0
2020.0,10.0,SH.P.K.,899544.33,4.0
2022.0,6.0,SH.P.K.,104384.04,3.0
2025.0,2.0,SH.P.K.,12791.33,4.0
2023.0,7.0,SH.P.K.,27681.42,1.0
2020.0,3.0,INDIVIDUAL,102323.2,49.0
2019.0,12.0,SH.P.K.,49887.27,2.0
2019.0,7.0,SH.P.K.,35000.0,1.0
2021.0,12.0,SH.P.K.,325362.88,4.0
2019.0,2.0,SH.P.K.,1210.0,1.0
2020.0,12.0,INDIVIDUAL,142485.94,25.0
2023.0,3.0,INDIVIDUAL,8500.0,17.0
2025.0,5.0,SH.P.K.,3989.66,3.0
2025.0,6.0,INDIVIDUAL,0.0,1.0
2022.0,6.0,SH.P.K.,0.0,1.0
2024.0,11.0,INDIVIDUAL,86240.19,9.0
2020.0,11.0,INDIVIDUAL,72961.18,2.0
2021.0,6.0,SH.P.K.,7290.06,3.0
2024.0,7.0,INDIVIDUAL,2932.29,1.0
2020.0,3.0,SH.P.K.,33115.08,1.0
2020.0,2.0,SH.P.K.,13701.77,1.0
2024.0,3.0,SH.P.K.,8225.08,2.0
2024.0,5.0,SH.P.K.,0.0,1.0
2019.0,7.0,ORTAKËRIA E PËRGJ.,495547.49,2.0
2024.0,4.0,SH.P.K.,768.97,1.0
2019.0,5.0,SH.P.K.,11544.31,2.0
2024.0,3.0,SH.P.K.,325586.19,26.0
2020.0,7.0,SH.P.K.,13559.32,1.0
2023.0,1.0,SH.P.K.,1837.57,1.0
2019.0,6.0,SH.P.K.,359790.17,5.0
2021.0,6.0,INDIVIDUAL,6000.0,3.0
2023.0,8.0,SH.P.K.,167290.89,2.0
2019.0,11.0,SH.P.K.,8981.73,1.0
2019.0,6.0,INDIVIDUAL,22606.39,5.0
2025.0,1.0,SH.P.K.,0.0,2.0
2022.0,4.0,SH.P.K.,276908.42,31.0
2021.0,7.0,SHOQËRI AKCIONARE,0.0,1.0
2023.0,1.0,SH.P.K.,19968.19,3.0
2020.0,1.0,INDIVIDUAL,309708.72,2.0
2020.0,7.0,SH.P.K.,133751.57,2.0
2020.0,4.0,INDIVIDUAL,0.0,1.0
2021.0,10.0,INDIVIDUAL,0.0,1.0
2025.0,10.0,SH.P.K.,66543.22,5.0
2022.0,3.0,INDIVIDUAL,400.0,1.0
2019.0,8.0,SH.P.K.,9566.0,3.0
2022.0,8.0,SH.P.K.,274184.95,6.0
2025.0,7.0,SHOQËRI AKCIONARE,194549.75,1.0
2023.0,4.0,ORTAKËRIA E PËRGJ.,2888.56,1.0
2021.0,11.0,SH.P.K.,901807.46,67.0
2022.0,8.0,INDIVIDUAL,94835.93,3.0
2023.0,7.0,SH.P.K.,2169.5,1.0
2024.0,11.0,SH.P.K.,4328.81,1.0
2023.0,12.0,INDIVIDUAL,12438.0,3.0
2019.0,9.0,SH.P.K.,27077.26,2.0
2019.0,8.0,INDIVIDUAL,4703.38,1.0
2021.0,9.0,NDËRMARRJE SHOQ.,0.0,1.0
2023.0,4.0,SH.P.K.,0.0,1.0
2024.0,10.0,PËRFAQËSUES FISKAL,469693.9,3.0
2019.0,4.0,INDIVIDUAL,56362.71,2.0
2022.0,6.0,SH.P.K.,157240.08,2.0
2023.0,7.0,SH.P.K.,3965.0,1.0
2024.0,8.0,SH.P.K.,85375.47,5.0
2022.0,10.0,SH.P.K.,514260.78,15.0
2024.0,3.0,INDIVIDUAL,2033.89,1.0
2024.0,5.0,INDIVIDUAL,740.61,1.0
2019.0,8.0,SH.P.K.,2318.85,1.0
2022.0,8.0,INDIVIDUAL,2555.08,2.0
2021.0,1.0,INDIVIDUAL,9280.84,3.0
2020.0,6.0,INDIVIDUAL,1144.0,2.0
2022.0,10.0,SH.P.K.,9752.05,1.0
2019.0,4.0,SH.P.K.,2987.29,1.0
2020.0,12.0,ORTAKËRIA E PËRGJ.,0.0,1.0
2023.0,6.0,INDIVIDUAL,1152.0,1.0
2020.0,2.0,SH.P.K.,5330392.21,18.0
2019.0,7.0,SH.P.K.,59574.8,1.0
2019.0,1.0,INDIVIDUAL,11554.48,3.0
2022.0,7.0,INDIVIDUAL,11427.6,2.0
2024.0,10.0,SH.P.K.,209328.46,7.0
2019.0,4.0,INDIVIDUAL,13269.59,3.0
2020.0,6.0,INDIVIDUAL,43.58,1.0
2025.0,5.0,INDIVIDUAL,105163.63,3.0
2021.0,6.0,SH.P.K.,2083352.07,12.0
2024.0,8.0,SH.P.K.,297927.86,3.0
2023.0,7.0,INDIVIDUAL,7353.81,1.0
2023.0,11.0,SH.P.K.,3700.0,1.0
2022.0,12.0,SH.P.K.,46025.06,5.0
2020.0,9.0,SH.P.K.,25238.28,1.0
2020.0,11.0,SH.P.K.,20367.44,2.0
2024.0,1.0,SH.P.K.,292686.24,3.0
2020.0,9.0,INDIVIDUAL,3244.0,3.0
2019.0,10.0,INDIVIDUAL,3089.87,1.0
2019.0,9.0,SH.P.K.,945.0,4.0
2025.0,3.0,INDIVIDUAL,17193.0,2.0
2022.0,4.0,INDIVIDUAL,13852.37,2.0
2023.0,1.0,INDIVIDUAL,10301.32,3.0
2022.0,10.0,INDIVIDUAL,28406.99,4.0
2019.0,4.0,SH.P.K.,0.0,2.0
2023.0,3.0,SH.P.K.,68933.51,4.0
2023.0,8.0,SH.P.K.,12902.55,1.0
2020.0,12.0,INDIVIDUAL,0.0,1.0
2025.0,9.0,SH.P.K.,1281.35,1.0
2019.0,10.0,SH.P.K.,0.0,1.0
2021.0,8.0,INDIVIDUAL,21292.38,1.0
2022.0,9.0,INDIVIDUAL,28715.75,3.0
2021.0,3.0,INDIVIDUAL,58284.83,41.0
2025.0,9.0,INDIVIDUAL,6562.25,10.0
2024.0,6.0,NDËRMARRJE SHOQ.,590.33,2.0
2020.0,10.0,SH.P.K.,2711.94,1.0
2019.0,2.0,SH.P.K.,2694.39,2.0
2022.0,12.0,SH.P.K.,105721.64,2.0
2019.0,3.0,INDIVIDUAL,2997.18,6.0
2023.0,10.0,SH.P.K.,4647338.69,2.0
2021.0,11.0,SH.P.K.,9552.08,1.0
2023.0,10.0,SH.P.K.,12415.24,1.0
2025.0,3.0,SH.P.K.,12393.81,3.0
2021.0,4.0,KOMPANI E HUAJ,0.0,1.0
2023.0,9.0,INDIVIDUAL,6420.0,4.0
2022.0,1.0,SH.P.K.,5398.98,2.0
2023.0,5.0,INDIVIDUAL,5727.47,2.0
2025.0,3.0,SH.P.K.,17327.85,8.0
2024.0,3.0,ORTAKËRIA E PËRGJ.,0.0,1.0
2019.0,3.0,INDIVIDUAL,7134.27,1.0
2019.0,12.0,SH.P.K.,692885.91,2.0
2020.0,5.0,INDIVIDUAL,0.0,1.0
2023.0,9.0,SH.P.K.,18625.61,3.0
2025.0,4.0,INDIVIDUAL,4000.0,2.0
2025.0,4.0,INDIVIDUAL,14045.68,4.0
2023.0,7.0,SH.P.K.,0.0,1.0
2025.0,11.0,INDIVIDUAL,35318.44,2.0
2021.0,10.0,SH.P.K.,8997.61,1.0
2019.0,11.0,SHOQËRI AKCIONARE,0.0,1.0
2022.0,8.0,INDIVIDUAL,20633.95,1.0
2022.0,10.0,SH.P.K.,2288.75,1.0
2023.0,12.0,INDIVIDUAL,0.0,2.0
2020.0,8.0,SH.P.K.,54404.4,3.0
2022.0,7.0,SH.P.K.,3385.01,1.0
2025.0,12.0,INDIVIDUAL,19747.02,11.0
2022.0,12.0,ORTAKËRIA E PËRGJ.,5605.0,1.0
2024.0,1.0,INDIVIDUAL,23517.74,2.0
2022.0,3.0,SH.P.K.,530687.83,13.0
2025.0,8.0,SH.P.K.,4394.06,2.0
2023.0,3.0,SH.P.K.,5635.59,1.0
2023.0,7.0,KOMPANI E HUAJ,5189484.77,1.0
2019.0,2.0,SH.P.K.,6722.56,1.0
2019.0,9.0,SH.P.K.,11784.97,1.0
2020.0,10.0,INDIVIDUAL,48329.24,3.0
2020.0,6.0,INDIVIDUAL,3805.0,3.0
2024.0,6.0,SH.P.K.,0.0,1.0
2025.0,11.0,SH.P.K.,27645.85,4.0
2020.0,1.0,INDIVIDUAL,25322.89,9.0
2019.0,8.0,INDIVIDUAL,8785.25,1.0
2025.0,11.0,INDIVIDUAL,38287.02,4.0
2024.0,2.0,SH.P.K.,262.54,1.0
2022.0,6.0,INDIVIDUAL,329020.24,31.0
2020.0,1.0,SH.P.K.,0.0,2.0
2020.0,9.0,KOMPANI E HUAJ,0.0,1.0
2021.0,10.0,SH.P.K.,0.0,2.0
2020.0,12.0,SH.P.K.,3070.0,1.0
2025.0,1.0,SH.P.K.,0.0,1.0
2024.0,9.0,SH.P.K.,17170.0,2.0
2023.0,4.0,SH.P.K.,86989.58,2.0
2025.0,9.0,SH.P.K.,78164.07,23.0
2021.0,12.0,INDIVIDUAL,42275.87,3.0
2021.0,1.0,INDIVIDUAL,1120.34,2.0
2019.0,4.0,INDIVIDUAL,12719.35,1.0
2021.0,9.0,SH.P.K.,98475.29,2.0
2019.0,11.0,INDIVIDUAL,14685.63,2.0
2025.0,2.0,SH.P.K.,17386.33,1.0
2019.0,12.0,SH.P.K.,1499034.35,20.0
2019.0,2.0,SH.P.K.,0.0,1.0
2021.0,11.0,SH.P.K.,56280.64,3.0
2019.0,4.0,INDIVIDUAL,10071.47,2.0
2020.0,1.0,SH.P.K.,8631.79,2.0
2022.0,2.0,OJQ,-666.86,1.0
2021.0,12.0,PROJEKT,0.0,1.0
2024.0,9.0,INDIVIDUAL,338413.97,1.0
2024.0,6.0,SH.P.K.,285043.82,7.0
2023.0,10.0,SH.P.K.,374751.19,10.0
2024.0,9.0,INDIVIDUAL,1834.4,3.0
2021.0,9.0,KOMPANI E HUAJ,98893.8,2.0
2025.0,7.0,SH.P.K.,0.0,1.0
2020.0,7.0,SH.P.K.,0.0,1.0
2024.0,12.0,INDIVIDUAL,15905.5,11.0
2023.0,8.0,KONSORCIUM,0.0,1.0
2024.0,6.0,SH.P.K.,3865.0,1.0
2020.0,4.0,SH.P.K.,0.0,7.0
2019.0,2.0,SH.P.K.,395564.9,5.0
2020.0,7.0,SH.P.K.,4175.04,1.0
2025.0,9.0,INDIVIDUAL,56358.1,10.0
2021.0,6.0,SH.P.K.,630.0,4.0
2025.0,10.0,SH.P.K.,128942.08,7.0
2021.0,1.0,SH.P.K.,0.0,2.0
2020.0,4.0,SH.P.K.,0.0,1.0
2019.0,3.0,INDIVIDUAL,44881.79,17.0
2022.0,11.0,SH.P.K.,139123.47,9.0
2023.0,4.0,SH.P.K.,249077.36,9.0
2025.0,11.0,SH.P.K.,144815.97,2.0
2021.0,2.0,INDIVIDUAL,0.0,1.0
2021.0,8.0,INDIVIDUAL,808.49,1.0
2024.0,2.0,INDIVIDUAL,2488.47,1.0
2025.0,11.0,SH.P.K.,99465.85,9.0
2022.0,12.0,INDIVIDUAL,15161.51,5.0
2019.0,3.0,INDIVIDUAL,2000.0,6.0
2024.0,11.0,INDIVIDUAL,18900.0,5.0
2025.0,11.0,SH.P.K.,974754.51,3.0
2020.0,1.0,SH.P.K.,0.0,1.0
2025.0,6.0,INDIVIDUAL,1869.5,2.0
2025.0,6.0,SH.P.K.,319454.78,3.0
2025.0,3.0,SH.P.K.,0.0,2.0
2021.0,11.0,SH.P.K.,0.0,1.0
2024.0,4.0,INDIVIDUAL,7321.87,2.0
2024.0,9.0,INDIVIDUAL,156464.97,38.0
2025.0,11.0,INDIVIDUAL,0.0,1.0
2025.0,4.0,INDIVIDUAL,9244.36,4.0
2023.0,8.0,SH.P.K.,3499.15,1.0
2022.0,4.0,SH.P.K.,42400.8,8.0
2019.0,11.0,SH.P.K.,78767.91,10.0
2022.0,11.0,INDIVIDUAL,4407.79,1.0
2025.0,12.0,INDIVIDUAL,3215.0,3.0
2019.0,11.0,SH.P.K.,11976.1,1.0
2023.0,9.0,SH.P.K.,1246397.99,19.0
2023.0,1.0,SH.P.K.,29091.1,3.0
2024.0,11.0,SH.P.K.,88.14,1.0
2024.0,1.0,SH.P.K.,101895.36,1.0
2024.0,3.0,SH.P.K.,22681.0,12.0
2024.0,4.0,SH.P.K.,8150037.49,3.0
2025.0,12.0,INDIVIDUAL,1222456.26,86.0
2019.0,11.0,SH.P.K.,5211.53,1.0
2024.0,9.0,KOMPANI E HUAJ,0.0,2.0
2024.0,10.0,ORTAKËRIA E PËRGJ.,50001.37,1.0
2021.0,11.0,SH.P.K.,2413016.13,3.0
2019.0,8.0,INDIVIDUAL,15911.1,1.0
2020.0,4.0,SH.P.K.,172759.01,2.0
2024.0,9.0,INDIVIDUAL,8744.9,1.0
2023.0,12.0,SH.P.K.,19847.89,1.0
2019.0,7.0,INDIVIDUAL,68485.13,3.0
2021.0,5.0,INDIVIDUAL,83888.12,10.0
2021.0,5.0,INDIVIDUAL,4000.0,3.0
2022.0,7.0,SH.P.K.,108694.77,4.0
2022.0,5.0,INDIVIDUAL,1500.0,1.0
2025.0,3.0,SH.P.K.,11168.82,4.0
2024.0,4.0,SH.P.K.,92118.64,3.0
2022.0,11.0,NDËRMARRJE SHOQ.,4429.83,1.0
2019.0,8.0,SH.P.K.,318325.91,6.0
2019.0,4.0,SH.P.K.,214257.05,10.0
2019.0,11.0,SH.P.K.,16319.5,2.0
2021.0,4.0,INDIVIDUAL,2634.99,3.0
2025.0,12.0,INDIVIDUAL,9990.0,1.0
2020.0,2.0,INDIVIDUAL,0.0,3.0
2025.0,8.0,SHOQËRI AKCIONARE,3017.37,1.0
2022.0,10.0,SH.P.K.,0.0,2.0
2025.0,5.0,INDIVIDUAL,3235.59,1.0
2020.0,4.0,SH.P.K.,336.0,1.0
2019.0,1.0,SH.P.K.,27368.43,2.0
2019.0,11.0,SH.P.K.,4767.02,1.0
2019.0,3.0,INDIVIDUAL,59705.85,26.0
2021.0,7.0,INDIVIDUAL,8474.58,1.0
2022.0,9.0,KOMPANI E HUAJ,25698.09,1.0
2020.0,5.0,SH.P.K.,1930.51,7.0
2020.0,9.0,KOMPANI E HUAJ,0.0,1.0
2024.0,3.0,INDIVIDUAL,59203.01,5.0
2025.0,2.0,SH.P.K.,160726.72,16.0
2024.0,2.0,SH.P.K.,2898658.43,33.0
2022.0,4.0,INDIVIDUAL,841.36,1.0
2022.0,7.0,INDIVIDUAL,1169.49,2.0
2025.0,9.0,INDIVIDUAL,3518.0,3.0
2024.0,12.0,INDIVIDUAL,28560.0,5.0
2025.0,9.0,SHOQËRI AKCIONARE,1466951.93,1.0
2020.0,6.0,INDIVIDUAL,7292.0,9.0
2022.0,6.0,INDIVIDUAL,799.0,1.0
2020.0,8.0,INDIVIDUAL,0.0,2.0
2024.0,9.0,INDIVIDUAL,4300.0,1.0
2021.0,4.0,INDIVIDUAL,8888.08,3.0
2019.0,11.0,INDIVIDUAL,19790.02,1.0
2024.0,6.0,SH.P.K.,95549.15,6.0
2021.0,9.0,INDIVIDUAL,1827.0,1.0
2024.0,7.0,SH.P.K.,198993.25,29.0
2024.0,9.0,INDIVIDUAL,950.0,2.0
2023.0,6.0,INDIVIDUAL,0.0,2.0
2022.0,9.0,SH.P.K.,240821.92,2.0
2025.0,12.0,INDIVIDUAL,27965.99,7.0
2025.0,8.0,SH.P.K.,16664.88,1.0
2022.0,2.0,SH.P.K.,6668758.95,2.0
2022.0,8.0,INDIVIDUAL,20294.95,3.0
2024.0,6.0,SH.P.K.,58096.99,3.0
2024.0,5.0,INDIVIDUAL,12547.26,3.0
2021.0,10.0,INDIVIDUAL,5544.45,1.0
2023.0,9.0,ORTAKËRIA E PËRGJ.,44792.0,1.0
2023.0,2.0,SH.P.K.,10260.84,2.0
