mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,mean_train_score,std_train_score
71.79242491722107,38.08094452183455,0.2994192838668823,0.09350644637576092,400,12,3,,,"{'n_estimators': 400, 'min_samples_split': 12, 'min_samples_leaf': 3, 'max_features': None, 'max_depth': None}",0.34449165451865127,0.4404151801091184,0.47013806867712205,0.45840226558741937,0.42836179222307774,0.04956604551608204,1,0.7831827303105624,0.7824256276825895,0.7826562324252538,0.7866218746591869,0.7837216162693981,0.0016968003680952117
25.936063826084137,8.796750453907844,0.04379945993423462,0.006541967349337169,200,12,2,,12,"{'n_estimators': 200, 'min_samples_split': 12, 'min_samples_leaf': 2, 'max_features': None, 'max_depth': 12}",0.33172626495752233,0.4338762330616506,0.45710048411071424,0.448306971337157,0.41775248836676104,0.05035456150066398,2,0.777036355217767,0.7515563007477977,0.7387501748164086,0.7298189594621639,0.7492904475610342,0.017784864918487974
51.871066212654114,15.258397630376281,0.12011158466339111,0.04303285670055787,500,2,2,,10,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': None, 'max_depth': 10}",0.3386168367964423,0.42927929006634447,0.453820744253044,0.441559475723329,0.41581908670978995,0.045409410006863854,3,0.8064968430882729,0.7428661407840715,0.7140306860646036,0.697368850589878,0.7401906301317065,0.04159843660107722
65.91970187425613,31.748512273317587,0.173933207988739,0.07713513005325937,500,12,2,,10,"{'n_estimators': 500, 'min_samples_split': 12, 'min_samples_leaf': 2, 'max_features': None, 'max_depth': 10}",0.33565691862512426,0.4300453727698731,0.4529314965090452,0.44221129861006847,0.4152112716285278,0.04663893882932622,4,0.7461107645337902,0.6991214332499158,0.677255924987678,0.6653290467750389,0.6969542923866057,0.0308595086304587
66.61276406049728,31.814978441049504,0.21925795078277588,0.10943028438360858,500,6,1,,10,"{'n_estimators': 500, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 10}",0.32975015396086504,0.4236114413144719,0.4480971708488044,0.4400727144238895,0.4103828701370077,0.04738271136527208,5,0.8028996128753313,0.7403911398155232,0.711481697305057,0.6949693774906437,0.7374354568716387,0.04114382492116367
44.59762477874756,22.882141335259053,0.32257646322250366,0.18464218644016892,200,2,1,,,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': None}",0.3246271814839231,0.4211502804616323,0.44057599394206237,0.4491217718693188,0.40886880693923416,0.049681819976046614,6,0.9299619088870822,0.9279757775793437,0.9287244570214337,0.929630129066014,0.9290730681384685,0.0007787700295110812
23.59778791666031,11.713953638447068,0.25348275899887085,0.11317843062507478,400,8,1,sqrt,,"{'n_estimators': 400, 'min_samples_split': 8, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': None}",0.30877711056183044,0.414676117437927,0.4477680444214829,0.44259922282421527,0.4034551238113639,0.05609307513270426,7,0.8337081565409732,0.8325356863223357,0.835300076661876,0.8391996064333861,0.8351858814896427,0.0025164575254773927
15.127113461494446,6.686499999381531,0.07183104753494263,0.006394466658094922,300,4,3,sqrt,16,"{'n_estimators': 300, 'min_samples_split': 4, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 16}",0.3195399343940222,0.408973157045625,0.44958456606832886,0.4356282940736118,0.40343148789539696,0.050584690862846324,8,0.7900585201126461,0.7621623138994063,0.7529933259545653,0.7535477498602265,0.764690477456711,0.015090667072063394
13.672343969345093,7.000438734941686,0.13246726989746094,0.0982649562859801,300,6,3,log2,16,"{'n_estimators': 300, 'min_samples_split': 6, 'min_samples_leaf': 3, 'max_features': 'log2', 'max_depth': 16}",0.3195399343940222,0.408973157045625,0.44958456606832886,0.4356282940736118,0.40343148789539696,0.050584690862846324,8,0.7900585201126461,0.7621623138994064,0.7529933259545653,0.7535477498602265,0.764690477456711,0.015090667072063389
24.726673662662506,11.69501083137612,0.22255820035934448,0.0882912079366565,500,8,3,log2,16,"{'n_estimators': 500, 'min_samples_split': 8, 'min_samples_leaf': 3, 'max_features': 'log2', 'max_depth': 16}",0.3186298931722723,0.41062318884456483,0.44873428526475145,0.4339326178323454,0.40297999627848347,0.05055906948393675,10,0.769056254411489,0.7443181830158969,0.735908271840561,0.7348567334679351,0.7460348606839704,0.013787946557000663
10.776342213153839,4.866480390508862,0.057286202907562256,0.005207450008522305,200,2,2,log2,16,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 16}",0.3141810439790059,0.4085010627411261,0.44802101005435246,0.4326625313283009,0.40084141202569634,0.051978812373135244,11,0.8434315991739951,0.812833125235837,0.799638438919261,0.7916980641044777,0.8119003068583928,0.01970771779571446
