primary_sector,PRISHTINË,GRAÇANICË,FERIZAJ,PRIZREN,PEJË,FUSHË KOSOVË,GJILAN,GJAKOVË,SUHAREKË,LIPJAN,MITROVICË,VUSHTRRI,VITI,PODUJEVË,GLLOGOC,OBILIQ,RAHOVEC,MALISHEVË,SKENDERAJ,ISTOG
Akomodimi dhe sherbimi ushqimor,0.17476176350919082,0.06083159528430109,-0.028412409748792274,0.10881076454222353,0.17450167614700698,0.1201284757245975,0.2265948442969681,0.13698163869278132,0.1564834976036941,0.22062508141942058,0.1671971118389616,0.23937809517620026,0.13476199810030973,0.430021300411269,0.21591946340753576,0.15239906553707747,-0.20580476212025067,0.2007810082050585,0.2228842788385789,0.18007281593521277
Aktivitetet e shendetit te njeriut dhe te punes sociale,0.17948856628244714,0.26780649895570807,0.393320596367634,0.17820245606690985,0.07047149377687911,0.13750414188773188,0.004493839206633935,0.28476291396085435,0.5239967890848514,0.5588322792332633,0.2256908203030531,0.22976258923478773,0.08590496812405919,0.8857364326923567,0.18085905967817517,0.45624645758852034,0.1216258326488651,-0.09342974898545164,0.231604723392466,0.43805799581507077
Aktivitetet e tjera sherbyese,0.12849074340255975,0.10320294779635723,0.172418069890086,0.2565787565231094,0.28723694395243793,1.553224017045429,0.041491681268436276,0.218711882719114,0.7897787726694617,-0.19515656896326608,0.04695714409172005,0.5674719910094012,1.105703755511825,0.2746447267263636,0.6235749763752284,0.11910288419579701,0.18318472907510816,-0.2869264332214001,-0.08427785266244721,0.021474710856070695
Aktivitetet financiare dhe te sigurimit,0.19223997090451297,0.6257174047101073,-0.17963418160445543,0.5167641397827772,0.236699368057393,0.018882061818136828,0.48405621898086615,0.3524860579735176,0.13873777705179396,1.4467194685144749,0.07828931311657535,-0.9210543959314194,0.08228671102701035,0.21105355673038795,0.0740890666447493,0.0,0.06724775914283998,1.4570125274728107,-0.05547481199428106,0.1316257785283138
"Aktivitetet profesionale, shkencore dhe teknike",0.16955490560240763,0.2981460274793892,0.19447113129087568,0.29572676868279385,0.2945032909026261,0.11456090135168519,-0.031016617384051898,0.8400173409832362,0.725298521037169,0.17868653449300645,-0.04554141457603087,0.6032228821870048,0.18562704920681342,0.25384042597431383,0.01813016305229817,1.443810367932761,0.600670668754086,1.4161396975455152,0.6074666424965515,1.1485637369495958
Bujqesia;Pylltaria dhe Peshkimi,0.011859607615858697,-0.06838889844379682,0.2759716912930917,0.8075837179154339,0.08001306839409568,-0.1451621715513416,0.41470613732316425,0.23003273594442106,0.3639180172437017,0.09034249427791995,0.43550925418932546,0.25135769980092376,0.2233817683641718,-0.0671208610507838,0.5446393459070609,0.58653492915837,0.29289711307452304,0.2490417565023654,2.649379886340655,0.303560275169843
"Furnizimi me rryme, gaz, avull dhe ajer te kondicionuar",-0.13607578773165083,0.0,0.3670375036736436,2.0206629952525517,0.4942951924545245,0.4609523142190008,0.1922270932400585,0.37860595449076334,-0.20022415463328128,0.0,-1.0,0.0,0.0878537624910089,0.0,0.0,0.0,0.0,-0.14960407622113547,0.0,1.4486995681318986
Industria nxjerrese,-0.0005289956736920162,0.0,0.45779151239434257,0.3618237837481774,0.8976227558873221,0.28694506804176023,0.5594931554117327,0.3122471309699075,0.048671355201773986,1.0284458459258166,-0.38651030131737785,0.0,1.0687271038811716,-0.39168978991625236,0.13749561491957862,0.15311967740369548,0.4881098914643675,0.10300582325596297,0.21637390729621694,0.9134911988793627
Industria perpunuese,0.092353355114917,0.04890646534902571,0.10845797694399352,0.15950952355078607,-0.006889652216244766,0.11695592547434207,0.08466398002132385,-0.08825097046193937,0.29022303772058217,0.14566347778922265,0.16708852059463888,0.07306086649706524,0.05080369578394426,0.238055683324046,0.07890291813362334,0.17329499360382172,0.0033383718162225406,0.24081201629386248,0.2065367854724133,0.3123767964354263
Informimi dhe komunikimi,0.10259893923997594,0.9692838473966409,0.29510095825139143,0.24444487727528785,0.12206184859680363,0.19883360446076728,0.31578502888984755,0.18358489944089088,0.27303662874935847,1.0294072395621012,0.08635977953333351,0.06184162800575863,2.1998421755197177,0.8053563559116531,1.141439746264853,0.3075968458406893,0.23368805517031077,0.9496985940639472,-0.1859502595865891,1.7709018582421194
Ndertimtaria,0.17914557277632412,-0.1734108724123422,0.2855454268524102,0.3131854326953078,0.10034059883156476,0.1430919548324525,-0.004451244229604856,0.2926103515848468,0.2507991251339914,0.03571450086704412,0.12008926409953845,0.1289186096983922,0.05436675943291933,0.34057848509752925,0.19369159288458138,0.9953167049899124,0.37752678385057054,0.5565501751955771,0.5756793018511798,0.13899849554553598
