k,inertia,silhouette,davies_bouldin
2,14792.82545787717,0.2157997664649703,1.6669705726135875
3,12716.343174018484,0.1890372969619032,1.7108312902886154
4,11300.967150530327,0.1806079412510003,1.5839433150387934
5,10137.206734651245,0.1840054429010773,1.4628080876283278
6,9246.993087708244,0.19268245450327093,1.384351136155055
7,8608.684653119253,0.1880283242839202,1.3200332898003528
8,7953.512608140144,0.1955338661564907,1.3682348505997073
