Model,MAE,RMSE,R²,MAPE
LinearRegression,0.521586695569479,0.8604996554689897,0.04954401012652088,2.283173128728114
RandomForestRegressor,0.4932236970970683,0.8577401994110448,0.05563009327567259,2.0551281223525724
XGBoostRegressor,0.5147130767476482,0.8930521206769899,-0.023727153289708314,2.130496232900403
