primary_sector,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0
Akomodimi dhe sherbimi ushqimor,-0.33237221046824494,1.232594308472962,0.18672645338529548,0.09792905667521323,0.2501643361980034,0.7732358270844147
Aktivitetet e shendetit te njeriut dhe te punes sociale,0.022122947680265247,0.8537988002977871,0.57981288874159,0.19190734520080724,0.1665716065057208,0.2390311501355813
Aktivitetet e tjera sherbyese,0.01857009291483373,0.5810009174205125,0.1953720058183017,0.15915639097433099,0.32634343298958013,-0.12921242369207742
Aktivitetet financiare dhe te sigurimit,0.04190255014662778,0.2357294172462026,0.5467910790536767,0.2539830200985907,0.4007619743181516,0.5039298626569506
"Aktivitetet profesionale, shkencore dhe teknike",-0.004370378307090791,0.4968357704926158,0.1253040483405832,0.13858965038584925,0.1761473653540622,0.6084331322440109
Bujqesia;Pylltaria dhe Peshkimi,0.08982809134445488,0.5644909032092438,0.3443158501134824,0.4005747226850037,0.138432376705019,0.40022056880166923
"Furnizimi me rryme, gaz, avull dhe ajer te kondicionuar",0.5037345781073989,0.6584373238186173,-0.0014665880708950524,0.19790554697401258,-0.16828390699984513,0.11496617827281723
Industria nxjerrese,0.1285728672177512,0.2645764733573951,0.2557187451605091,0.18520643164053122,0.014175246873910466,0.6783109597226725
Industria perpunuese,0.042329589940079286,0.4725862982296672,0.26173485311615624,0.16219935251670875,0.11133714081794534,0.5795355918695982
Informimi dhe komunikimi,-0.09405252871194292,0.24676676103448766,0.42849659264932205,0.3052361683199165,0.10255028973928783,0.2137822056869723
Ndertimtaria,0.10359942850931875,0.429296847334661,0.39513824994828955,0.2957589140647222,0.3424097396021098,0.3887839376247069
Person Fizik,-0.34614075756578877,0.12881057037109114,-0.3492327880797517,-0.31896727289997356,0.4628985972074631,-0.49103453306535066
Sherbimet administrative dhe mbeshtetese,0.09249955505153071,0.8412115267763955,0.2505529670399576,0.5316675897297453,0.4030571827226131,0.43030817645697783
Transporti dhe magazinimi,-0.10330051987043883,0.5167538212353624,0.2792738414648612,0.1335896512778685,0.05711686910309725,0.5924404973032622
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,0.1096506569720373,0.4353030140131238,0.3014667255047073,0.13668428420902304,0.05588231410153298,0.32633113027794813
